,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,php-usd-rate,PSE-index-Open,PSE-index-High,PSE-index-Low,PSE-index-Close,PSE-index-Adj Close,PSE-index-Volume
193,125.805,7.45367,22/09/2017,"Fri - Sep 22, 2017",23:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),23:00 - 23:59,Friday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
194,125.79799999999999,7.4606699999999995,23/09/2017,"Sat - Sep 23, 2017",1:45:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,01:00 - 01:59,Saturday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
195,125.819,7.44067,23/09/2017,"Sat - Sep 23, 2017",4:30:00,ROBBERY,Apokon,Tagum City,Cellphone Snatching,04:00 - 04:59,Saturday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
196,125.79,7.46305,23/09/2017,"Sat - Sep 23, 2017",11:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Hacking,11:00 - 11:59,Saturday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
197,125.795,7.42846,23/09/2017,"Sat - Sep 23, 2017",14:30:00,Vehicular Traffic Accident,Visayan Village,Tagum City,Not Indicated,14:00 - 14:59,Saturday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
198,125.82799999999999,7.42643,24/09/2017,"Sun - Sep 24, 2017",6:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),06:00 - 06:59,Sunday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
199,125.773,7.44152,24/09/2017,"Sun - Sep 24, 2017",6:00:00,Vehicular Traffic Accident,San Miguel (Camp 4),Tagum City,Not Indicated,06:00 - 06:59,Sunday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
200,125.825,7.42075,24/09/2017,"Sun - Sep 24, 2017",18:30:00,ROBBERY,Apokon,Tagum City,Hold Up,18:00 - 18:59,Sunday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
201,125.824,7.42045,24/09/2017,"Sun - Sep 24, 2017",19:00:00,ROBBERY,Apokon,Tagum City,Hold Up,19:00 - 19:59,Sunday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
202,125.816,7.46192,24/09/2017,"Sun - Sep 24, 2017",22:00:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Mauling,22:00 - 22:59,Sunday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
203,125.804,7.44667,24/09/2017,"Sun - Sep 24, 2017",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),19:00 - 19:59,Sunday,51.086000000000006,8297.94043,8314.44043,8275.450195,8281.269531,8281.269531,97700
204,125.79899999999999,7.4608,25/09/2017,"Mon - Sep 25, 2017",2:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,02:00 - 02:59,Monday,50.856,8247.410156,8252.200195,8195.450195,8244.730469,8244.730469,136100
205,125.682,7.29679,25/09/2017,"Mon - Sep 25, 2017",7:30:00,MURDER,New Pandan (Pob.),Panabo City,Shooting,07:00 - 07:59,Monday,50.856,8247.410156,8252.200195,8195.450195,8244.730469,8244.730469,136100
206,125.803,7.42895,25/09/2017,"Mon - Sep 25, 2017",4:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,04:00 - 04:59,Monday,50.856,8247.410156,8252.200195,8195.450195,8244.730469,8244.730469,136100
207,125.682,7.3026,25/09/2017,"Mon - Sep 25, 2017",18:15:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,18:00 - 18:59,Monday,50.856,8247.410156,8252.200195,8195.450195,8244.730469,8244.730469,136100
208,125.804,7.438910000000001,26/09/2017,"Tue - Sep 26, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Tuesday,50.629,8230.55957,8230.55957,8119.589844,8170.140137,8170.140137,380500
209,125.65,7.277019999999999,26/09/2017,"Tue - Sep 26, 2017",0:30:00,ROBBERY,Maduao,Panabo City,In an Inhabited House or Public Building or Edifice Devoted to Worship,00:00 - 00:59,Tuesday,50.629,8230.55957,8230.55957,8119.589844,8170.140137,8170.140137,380500
210,125.79799999999999,7.43573,26/09/2017,"Tue - Sep 26, 2017",15:40:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,15:00 - 15:59,Tuesday,50.629,8230.55957,8230.55957,8119.589844,8170.140137,8170.140137,380500
211,125.822,7.4173100000000005,27/09/2017,"Wed - Sep 27, 2017",20:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,20:00 - 20:59,Wednesday,50.83,8159.180176000001,8221.919922,8113.299805,8221.919922,8221.919922,445500
212,125.805,7.448860000000001,28/09/2017,"Thu - Sep 28, 2017",0:09:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,00:00 - 00:59,Thursday,50.968999999999994,8223.69043,8223.69043,8151.859863,8156.040039,8156.040039,176700
213,125.79799999999999,7.443010000000001,28/09/2017,"Thu - Sep 28, 2017",2:04:00,ROBBERY,Magugpo South,Tagum City,Crowbar/Destroying Lock,02:00 - 02:59,Thursday,50.968999999999994,8223.69043,8223.69043,8151.859863,8156.040039,8156.040039,176700
214,125.81200000000001,7.437410000000001,28/09/2017,"Thu - Sep 28, 2017",12:01:00,THEFT,Visayan Village,Tagum City,Snatching,12:00 - 12:59,Thursday,50.968999999999994,8223.69043,8223.69043,8151.859863,8156.040039,8156.040039,176700
215,125.802,7.44433,29/09/2017,"Fri - Sep 29, 2017",6:00:00,THEFT,Magugpo South,Tagum City,Salisi,06:00 - 06:59,Friday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
216,125.801,7.4468,29/09/2017,"Fri - Sep 29, 2017",15:30:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,15:00 - 15:59,Friday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
217,125.69,7.28923,29/09/2017,"Fri - Sep 29, 2017",15:30:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,15:00 - 15:59,Friday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
218,125.771,7.444369999999999,30/09/2017,"Sat - Sep 30, 2017",2:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,02:00 - 02:59,Saturday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
219,125.708,7.29815,30/09/2017,"Sat - Sep 30, 2017",4:15:00,MURDER,San Pedro,Panabo City,Shooting,04:00 - 04:59,Saturday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
220,125.795,7.48911,30/09/2017,"Sat - Sep 30, 2017",5:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Cuambogan,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Saturday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
221,125.807,7.44941,30/09/2017,"Sat - Sep 30, 2017",11:00:00,THEFT,Magugpo Poblacion,Tagum City,Qualified Theft,11:00 - 11:59,Saturday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
222,125.77600000000001,7.40735,30/09/2017,"Sat - Sep 30, 2017",18:00:00,PHYSICAL INJURIES,Canocotan,Tagum City,Hacking,18:00 - 18:59,Saturday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
223,125.85799999999999,7.48273,30/09/2017,"Sat - Sep 30, 2017",21:30:00,Vehicular Traffic Accident,Pandapan,Tagum City,Not Indicated,21:00 - 21:59,Saturday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
224,125.787,7.461410000000001,01/10/2017,"Sun - Oct 1, 2017",6:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),06:00 - 06:59,Sunday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
225,125.809,7.4709699999999994,01/10/2017,"Sun - Oct 1, 2017",19:40:00,THEFT,La Filipina,Tagum City,Snatching,19:00 - 19:59,Sunday,51.073,8151.580078,8240.519531,8151.580078,8171.430176000001,8171.430176000001,171600
226,125.76,7.48458,02/10/2017,"Mon - Oct 2, 2017",5:30:00,MURDER,Pagsabangan,Tagum City,Stabbing/Hacking,05:00 - 05:59,Monday,50.83,8210.759766,8257.830078,8197.889648,8256.280273,8256.280273,110100
227,125.80799999999999,7.44925,02/10/2017,"Mon - Oct 2, 2017",17:01:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,17:00 - 17:59,Monday,50.83,8210.759766,8257.830078,8197.889648,8256.280273,8256.280273,110100
228,125.823,7.45297,02/10/2017,"Mon - Oct 2, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Monday,50.83,8210.759766,8257.830078,8197.889648,8256.280273,8256.280273,110100
229,125.694,7.31562,02/10/2017,"Mon - Oct 2, 2017",22:10:00,Drug Related Incident (RA 9165),San Vicente,Panabo City,Not Indicated,22:00 - 22:59,Monday,50.83,8210.759766,8257.830078,8197.889648,8256.280273,8256.280273,110100
230,125.7,7.31758,02/10/2017,"Mon - Oct 2, 2017",22:40:00,Drug Related Incident (RA 9165),San Vicente,Panabo City,Not Indicated,22:00 - 22:59,Monday,50.83,8210.759766,8257.830078,8197.889648,8256.280273,8256.280273,110100
231,125.835,7.47918,03/10/2017,"Tue - Oct 3, 2017",11:00:00,RAPE (Art. 266-A RC & R.A.8353),Magdum,Tagum City,"Force, Threat and Intimidation",11:00 - 11:59,Tuesday,51.036,8261.290039,8321.219727,8261.290039,8312.929688,8312.929688,112300
232,125.8,7.44027,03/10/2017,"Tue - Oct 3, 2017",12:30:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Mauling,12:00 - 12:59,Tuesday,51.036,8261.290039,8321.219727,8261.290039,8312.929688,8312.929688,112300
233,125.803,7.47388,04/10/2017,"Wed - Oct 4, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),03:00 - 03:59,Wednesday,51.178000000000004,8328.740234,8377.790039,8328.740234,8344.049805,8344.049805,96200
234,125.79799999999999,7.46248,04/10/2017,"Wed - Oct 4, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Wednesday,51.178000000000004,8328.740234,8377.790039,8328.740234,8344.049805,8344.049805,96200
235,125.8,7.46075,04/10/2017,"Wed - Oct 4, 2017",14:00:00,THEFT,Magugpo West,Tagum City,Salisi,14:00 - 14:59,Wednesday,51.178000000000004,8328.740234,8377.790039,8328.740234,8344.049805,8344.049805,96200
236,125.78399999999999,7.4582,04/10/2017,"Wed - Oct 4, 2017",7:25:00,PHYSICAL INJURIES,Mankilam,Tagum City,Shooting,07:00 - 07:59,Wednesday,51.178000000000004,8328.740234,8377.790039,8328.740234,8344.049805,8344.049805,96200
237,125.68799999999999,7.30075,04/10/2017,"Wed - Oct 4, 2017",17:30:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,17:00 - 17:59,Wednesday,51.178000000000004,8328.740234,8377.790039,8328.740234,8344.049805,8344.049805,96200
238,125.825,7.37551,06/10/2017,"Fri - Oct 6, 2017",0:02:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,00:00 - 00:59,Friday,51.018,8332.55957,8406.339844,8297.019531,8310.879883,8310.879883,109600
239,125.68700000000001,7.1360600000000005,06/10/2017,"Fri - Oct 6, 2017",19:40:00,Vehicular Traffic Accident,Moncado (Pob.),Samal City,Not Indicated,19:00 - 19:59,Friday,51.018,8332.55957,8406.339844,8297.019531,8310.879883,8310.879883,109600
240,125.677,7.29351,06/10/2017,"Fri - Oct 6, 2017",10:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,10:00 - 10:59,Friday,51.018,8332.55957,8406.339844,8297.019531,8310.879883,8310.879883,109600
241,125.68799999999999,7.13818,07/10/2017,"Sat - Oct 7, 2017",8:20:00,ROBBERY,Miranda (Pob.),Samal City,Baklas Bubong/Dingding,08:00 - 08:59,Saturday,51.018,8332.55957,8406.339844,8297.019531,8310.879883,8310.879883,109600
242,125.743,7.0547699999999995,08/10/2017,"Sun - Oct 8, 2017",1:46:00,ROBBERY,Tagbitan-Ag,Samal City,Crowbar/Destroying Lock,01:00 - 01:59,Sunday,51.018,8332.55957,8406.339844,8297.019531,8310.879883,8310.879883,109600
243,125.775,7.465160000000001,08/10/2017,"Sun - Oct 8, 2017",19:10:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,19:00 - 19:59,Sunday,51.018,8332.55957,8406.339844,8297.019531,8310.879883,8310.879883,109600
244,125.802,7.436310000000001,09/10/2017,"Mon - Oct 9, 2017",0:01:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Mauling,00:00 - 00:59,Monday,51.118,8333.700195,8367.379883,8326.780273,8367.379883,8367.379883,59200
245,125.818,7.46097,09/10/2017,"Mon - Oct 9, 2017",3:00:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,03:00 - 03:59,Monday,51.118,8333.700195,8367.379883,8326.780273,8367.379883,8367.379883,59200
246,125.821,7.4369,09/10/2017,"Mon - Oct 9, 2017",5:30:00,THEFT,Apokon,Tagum City,Salisi (Akyat Bahay),05:00 - 05:59,Monday,51.118,8333.700195,8367.379883,8326.780273,8367.379883,8367.379883,59200
247,125.781,7.4108600000000004,09/10/2017,"Mon - Oct 9, 2017",10:30:00,ROBBERY,Canocotan,Tagum City,Hold-Up W/ Sharp Object,10:00 - 10:59,Monday,51.118,8333.700195,8367.379883,8326.780273,8367.379883,8367.379883,59200
248,125.818,7.45443,09/10/2017,"Mon - Oct 9, 2017",14:30:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Shooting,14:00 - 14:59,Monday,51.118,8333.700195,8367.379883,8326.780273,8367.379883,8367.379883,59200
249,125.814,7.444839999999999,10/10/2017,"Tue - Oct 10, 2017",6:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),06:00 - 06:59,Tuesday,51.163999999999994,8354.879883,8409.919922,8340.169922,8398.040039,8398.040039,79300
250,125.787,7.447089999999999,10/10/2017,"Tue - Oct 10, 2017",20:25:00,ROBBERY,Magugpo South,Tagum City,Snatching,20:00 - 20:59,Tuesday,51.163999999999994,8354.879883,8409.919922,8340.169922,8398.040039,8398.040039,79300
251,125.803,7.432010000000001,11/10/2017,"Wed - Oct 11, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Wednesday,51.308,8418.330078,8427.129883,8353.110352,8358.469727,8358.469727,156600
252,125.82799999999999,7.42275,11/10/2017,"Wed - Oct 11, 2017",2:45:00,ROBBERY,Apokon,Tagum City,With Violence Against or Intimidation of Persons,02:00 - 02:59,Wednesday,51.308,8418.330078,8427.129883,8353.110352,8358.469727,8358.469727,156600
253,125.694,7.31809,11/10/2017,"Wed - Oct 11, 2017",19:15:00,THEFT,San Vicente,Panabo City,Salisi (Akyat Bahay),19:00 - 19:59,Wednesday,51.308,8418.330078,8427.129883,8353.110352,8358.469727,8358.469727,156600
254,125.83,7.42316,12/10/2017,"Thu - Oct 12, 2017",4:40:00,ROBBERY,Apokon,Tagum City,With Violence Against or Intimidation of Persons,04:00 - 04:59,Thursday,51.467,8367.089844,8406.360352,8361.44043,8402.80957,8402.80957,111400
255,125.795,7.492260000000001,12/10/2017,"Thu - Oct 12, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Cuambogan,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Thursday,51.467,8367.089844,8406.360352,8361.44043,8402.80957,8402.80957,111400
256,125.64200000000001,7.3315399999999995,12/10/2017,"Thu - Oct 12, 2017",17:30:00,MURDER,Nanyo,Panabo City,Shooting,17:00 - 17:59,Thursday,51.467,8367.089844,8406.360352,8361.44043,8402.80957,8402.80957,111400
257,125.81299999999999,7.45603,13/10/2017,"Fri - Oct 13, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Friday,51.385,8422.219727,8447.94043,8399.839844,8447.94043,8447.94043,132200
258,125.68,7.3212600000000005,13/10/2017,"Fri - Oct 13, 2017",11:00:00,RAPE (Art. 266-A RC & R.A.8353),Quezon,Panabo City,"Force, Threat and Intimidation",11:00 - 11:59,Friday,51.385,8422.219727,8447.94043,8399.839844,8447.94043,8447.94043,132200
259,125.805,7.45775,13/10/2017,"Fri - Oct 13, 2017",19:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,19:00 - 19:59,Friday,51.385,8422.219727,8447.94043,8399.839844,8447.94043,8447.94043,132200
260,125.809,7.4478,13/10/2017,"Fri - Oct 13, 2017",13:30:00,Vehicular Traffic Accident,Magugpo Poblacion,Tagum City,Not Indicated,13:00 - 13:59,Friday,51.385,8422.219727,8447.94043,8399.839844,8447.94043,8447.94043,132200
261,125.819,7.43152,14/10/2017,"Sat - Oct 14, 2017",18:00:00,THEFT,Apokon,Tagum City,Salisi (Akyat Bahay),18:00 - 18:59,Saturday,51.385,8422.219727,8447.94043,8399.839844,8447.94043,8447.94043,132200
262,125.678,7.2973,14/10/2017,"Sat - Oct 14, 2017",9:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,09:00 - 09:59,Saturday,51.385,8422.219727,8447.94043,8399.839844,8447.94043,8447.94043,132200
263,125.875,7.49194,15/10/2017,"Sun - Oct 15, 2017",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Nueva Fuerza,Tagum City,"Force, Threat and Intimidation",23:00 - 23:59,Sunday,51.385,8422.219727,8447.94043,8399.839844,8447.94043,8447.94043,132200
264,125.822,7.41799,16/10/2017,"Mon - Oct 16, 2017",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Monday,51.385,8422.219727,8447.94043,8399.839844,8447.94043,8447.94043,132200
265,125.74600000000001,7.0072399999999995,17/10/2017,"Tue - Oct 17, 2017",4:00:00,THEFT,Anonang,Samal City,Salisi (Cellphone),04:00 - 04:59,Tuesday,51.482,8484.94043,8586.730469,8484.94043,8497.740234,8497.740234,174100
266,125.65,7.284660000000001,18/10/2017,"Wed - Oct 18, 2017",21:00:00,MURDER,Maduao,Panabo City,Shooting,21:00 - 21:59,Wednesday,51.293,8537.660156,8548.580078,8332.299805,8431.730469,8431.730469,129200
267,125.773,7.442410000000001,19/10/2017,"Thu - Oct 19, 2017",22:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Thursday,51.387,8441.360352,8487.370117,8375.089844,8487.370117,8487.370117,85500
268,125.713,7.1448,20/10/2017,"Fri - Oct 20, 2017",12:45:00,ROBBERY,Cogon,Samal City,Breaking and Entering,12:00 - 12:59,Friday,51.463,8465.639648,8474.179688,8415.900391,8420.950195,8420.950195,78200
269,125.79899999999999,7.46097,21/10/2017,"Sat - Oct 21, 2017",4:00:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,04:00 - 04:59,Saturday,51.463,8465.639648,8474.179688,8415.900391,8420.950195,8420.950195,78200
270,125.694,7.1395,21/10/2017,"Sat - Oct 21, 2017",1:27:00,THEFT,Miranda (Pob.),Samal City,Salisi (Akyat Bahay),01:00 - 01:59,Saturday,51.463,8465.639648,8474.179688,8415.900391,8420.950195,8420.950195,78200
271,125.803,7.46029,21/10/2017,"Sat - Oct 21, 2017",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo West,Tagum City,"Force, Threat and Intimidation",23:00 - 23:59,Saturday,51.463,8465.639648,8474.179688,8415.900391,8420.950195,8420.950195,78200
272,125.771,7.46565,22/10/2017,"Sun - Oct 22, 2017",22:30:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,22:00 - 22:59,Sunday,51.463,8465.639648,8474.179688,8415.900391,8420.950195,8420.950195,78200
273,125.773,7.46735,23/10/2017,"Mon - Oct 23, 2017",7:30:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,07:00 - 07:59,Monday,51.508,8429.889648,8456.980469,8342.200195,8348.320313,8348.320313,94600
274,125.686,7.06877,24/10/2017,"Tue - Oct 24, 2017",18:00:00,Vehicular Traffic Accident,Catagman,Samal City,Not Indicated,18:00 - 18:59,Tuesday,51.507,8351.030273,8373.450195,8279.919922,8279.919922,8279.919922,88000
275,125.801,7.4508399999999995,25/10/2017,"Wed - Oct 25, 2017",9:00:00,MURDER,Magugpo South,Tagum City,Shooting,09:00 - 09:59,Wednesday,51.513000000000005,8299.679688,8327.759766,8244.110352,8303.349609,8303.349609,106100
276,125.81200000000001,7.4492199999999995,25/10/2017,"Wed - Oct 25, 2017",21:41:00,THEFT,Magugpo East,Tagum City,Qualified Theft,21:00 - 21:59,Wednesday,51.513000000000005,8299.679688,8327.759766,8244.110352,8303.349609,8303.349609,106100
