lng,lat,date,customdate,time,customtime,crime,barangay,city,region,province,modus,crimetype,station,moduscode,date_com,datechar
125.808,7.44197,31/10/2017,"Tue - Oct 31, 2017",21:00:00,9:00:PM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Akyat Bahay,8,Tagum CPS,mc49,31/10/2017,43039
125.802,7.46046,31/10/2017,"Tue - Oct 31, 2017",23:00:00,11:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,31/10/2017,43039
125.801,7.47678,01/11/2017,"Wed - Nov 1, 2017",16:00:00,4:00:PM,THEFT,La Filipina,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,01/11/2017,43040
125.684,7.30871,01/11/2017,"Wed - Nov 1, 2017",15:30:00,3:30:PM,THEFT,Santo Niño (Pob.),Panabo City,110000000,112300000,Shoplifting,10,Panabo CPS,mc72,01/11/2017,43040
125.67,7.28683,01/11/2017,"Wed - Nov 1, 2017",17:30:00,5:30:PM,THEFT,J.P. Laurel,Panabo City,110000000,112300000,Salisi,10,Panabo CPS,mc12,01/11/2017,43040
125.803,7.44227,02/11/2017,"Thu - Nov 2, 2017",0:00:00,12:00:AM,PHYSICAL INJURIES,Magugpo South,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,02/11/2017,43041
125.823,7.43505,02/11/2017,"Thu - Nov 2, 2017",3:00:00,3:00:AM,ROBBERY,Apokon,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,02/11/2017,43041
125.824,7.43078,02/11/2017,"Thu - Nov 2, 2017",5:00:00,5:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,02/11/2017,43041
125.8,7.46088,02/11/2017,"Thu - Nov 2, 2017",9:30:00,9:30:AM,PHYSICAL INJURIES,Magugpo West,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,02/11/2017,43041
125.816,7.43582,02/11/2017,"Thu - Nov 2, 2017",3:00:00,3:00:AM,ROBBERY,Apokon,Tagum City,110000000,112300000,Destroying Window,8,Tagum CPS,mc53,02/11/2017,43041
125.68,7.30922,02/11/2017,"Thu - Nov 2, 2017",6:30:00,6:30:AM,ROBBERY,San Francisco (Pob.),Panabo City,110000000,112300000, in an Inhabited House or Edifice for Worship and Private Building,8,Panabo CPS,mc20,02/11/2017,43041
125.816,7.45192,02/11/2017,"Thu - Nov 2, 2017",11:00:00,11:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,02/11/2017,43041
125.686,7.3056,04/11/2017,"Sat - Nov 4, 2017",19:40:00,7:40:PM,THEFT,Santo Niño (Pob.),Panabo City,110000000,112300000,Shoplifting,10,Panabo CPS,mc72,04/11/2017,43043
125.799,7.44005,04/11/2017,"Sat - Nov 4, 2017",4:30:00,4:30:AM,THEFT,Magugpo South,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,04/11/2017,43043
125.784,7.45831,05/11/2017,"Sun - Nov 5, 2017",1:30:00,1:30:AM,THEFT,Mankilam,Tagum City,110000000,112300000,Salisi (Akyat Bahay),10,Tagum CPS,mc67,05/11/2017,43044
125.811,7.44482,05/11/2017,"Sun - Nov 5, 2017",13:35:00,1:35:PM,THEFT,Apokon,Tagum City,110000000,112300000,Plain Theft,10,Tagum CPS,mc28,05/11/2017,43044
125.799,7.46073,05/11/2017,"Sun - Nov 5, 2017",0:50:00,12:50:AM,THEFT,Magugpo West,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,05/11/2017,43044
125.683,7.30007,05/11/2017,"Sun - Nov 5, 2017",21:00:00,9:00:PM,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,110000000,112300000,Shooting,6,Panabo CPS,mc93,05/11/2017,43044
125.845,7.47543,05/11/2017,"Sun - Nov 5, 2017",23:45:00,11:45:PM,PHYSICAL INJURIES,Magdum,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,05/11/2017,43044
125.731,7.03543,06/11/2017,"Mon - Nov 6, 2017",2:30:00,2:30:AM,PHYSICAL INJURIES,San Remigio,Samal City,110000000,112300000,Shooting,6,Island Garden City of Samal PS,mc93,06/11/2017,43045
125.807,7.45012,07/11/2017,"Tue - Nov 7, 2017",2:30:00,2:30:AM,ROBBERY,Magugpo Poblacion,Tagum City,110000000,112300000,Cellphone Snatching,8,Tagum CPS,mc10,07/11/2017,43046
125.811,7.43699,07/11/2017,"Tue - Nov 7, 2017",3:00:00,3:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,07/11/2017,43046
125.822,7.43401,07/11/2017,"Tue - Nov 7, 2017",22:00:00,10:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,07/11/2017,43046
125.803,7.43139,08/11/2017,"Wed - Nov 8, 2017",4:00:00,4:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,08/11/2017,43047
125.807,7.44939,08/11/2017,"Wed - Nov 8, 2017",14:00:00,2:00:PM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Pick-Pocketing,10,Tagum CPS,mc13,08/11/2017,43047
125.807,7.45018,09/11/2017,"Thu - Nov 9, 2017",3:00:00,3:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,09/11/2017,43048
125.797,7.42603,09/11/2017,"Thu - Nov 9, 2017",3:00:00,3:00:AM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Destroying Window,8,Tagum CPS,mc53,09/11/2017,43048
125.81,7.44797,09/11/2017,"Thu - Nov 9, 2017",23:30:00,11:30:PM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Shoplifting,10,Tagum CPS,mc72,09/11/2017,43048
125.807,7.45029,10/11/2017,"Fri - Nov 10, 2017",1:20:00,1:20:AM,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,110000000,112300000,Stabbing/Hacking,6,Tagum CPS,mc94,10/11/2017,43049
125.812,7.43804,10/11/2017,"Fri - Nov 10, 2017",4:00:00,4:00:AM,THEFT,Visayan Village,Tagum City,110000000,112300000,Salisi (Akyat Bahay),10,Tagum CPS,mc67,10/11/2017,43049
125.686,7.3056,11/11/2017,"Sat - Nov 11, 2017",14:34:00,2:34:PM,THEFT,Santo Niño (Pob.),Panabo City,110000000,112300000,Shoplifting,10,Panabo CPS,mc72,11/11/2017,43050
125.679,7.29652,11/11/2017,"Sat - Nov 11, 2017",19:00:00,7:00:PM,MURDER,Gredu (Pob.),Panabo City,110000000,112300000,Shooting,2,Panabo CPS,mc89,11/11/2017,43050
125.803,7.45697,12/11/2017,"Sun - Nov 12, 2017",3:30:00,3:30:AM,PHYSICAL INJURIES,Magugpo West,Tagum City,110000000,112300000,Stoning,6,Tagum CPS,mc18,12/11/2017,43051
125.825,7.42216,12/11/2017,"Sun - Nov 12, 2017",21:45:00,9:45:PM,THEFT,Apokon,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,12/11/2017,43051
125.808,7.44837,12/11/2017,"Sun - Nov 12, 2017",21:00:00,9:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,12/11/2017,43051
125.803,7.45752,12/11/2017,"Sun - Nov 12, 2017",22:00:00,10:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,12/11/2017,43051
125.798,7.43618,12/11/2017,"Sun - Nov 12, 2017",14:00:00,2:00:PM,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,110000000,112300000,Grave Abuse of Authority,7,Tagum CPS,mc19,12/11/2017,43051
125.799,7.43475,12/11/2017,"Sun - Nov 12, 2017",10:00:00,10:00:AM,THEFT,Visayan Village,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,12/11/2017,43051
125.772,7.44156,13/11/2017,"Mon - Nov 13, 2017",1:10:00,1:10:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,13/11/2017,43052
125.803,7.44705,13/11/2017,"Mon - Nov 13, 2017",2:30:00,2:30:AM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,13/11/2017,43052
125.746,6.95178,13/11/2017,"Mon - Nov 13, 2017",15:30:00,3:30:PM,PHYSICAL INJURIES,Libertad,Samal City,110000000,112300000,Shooting,6,Island Garden City of Samal PS,mc93,13/11/2017,43052
125.599,7.29811,13/11/2017,"Mon - Nov 13, 2017",15:00:00,3:00:PM,MURDER,Kauswagan,Panabo City,110000000,112300000,Shooting,2,Panabo CPS,mc89,13/11/2017,43052
125.678,7.08731,13/11/2017,"Mon - Nov 13, 2017",17:00:00,5:00:PM,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,110000000,112300000,"Force, Threat and Intimidation",7,Island Garden City of Samal PS,mc19,13/11/2017,43052
125.804,7.45846,14/11/2017,"Tue - Nov 14, 2017",4:49:00,4:49:AM,ROBBERY,Magugpo West,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,14/11/2017,43053
125.8,7.43565,15/11/2017,"Wed - Nov 15, 2017",5:00:00,5:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,15/11/2017,43054
125.804,7.44714,15/11/2017,"Wed - Nov 15, 2017",22:30:00,10:30:PM,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,15/11/2017,43054
125.8,7.43475,15/11/2017,"Wed - Nov 15, 2017",19:30:00,7:30:PM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Snatching,8,Tagum CPS,mc98,15/11/2017,43054
125.815,7.45331,15/11/2017,"Wed - Nov 15, 2017",7:00:00,7:00:AM,ROBBERY,Magugpo North,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,15/11/2017,43054
125.803,7.45692,15/11/2017,"Wed - Nov 15, 2017",7:00:00,7:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,15/11/2017,43054
125.803,7.45786,15/11/2017,"Wed - Nov 15, 2017",9:40:00,9:40:AM,ROBBERY,Magugpo West,Tagum City,110000000,112300000,Hold-Up W/ Gun,8,Tagum CPS,mc54,15/11/2017,43054
125.805,7.44688,15/11/2017,"Wed - Nov 15, 2017",10:00:00,10:00:AM,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,15/11/2017,43054
125.803,7.45731,16/11/2017,"Thu - Nov 16, 2017",2:30:00,2:30:AM,ROBBERY,Magugpo South,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,16/11/2017,43055
125.801,7.43458,16/11/2017,"Thu - Nov 16, 2017",4:00:00,4:00:AM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,16/11/2017,43055
125.806,7.44965,17/11/2017,"Fri - Nov 17, 2017",9:00:00,9:00:AM,ROBBERY,Magugpo Poblacion,Tagum City,110000000,112300000,Hold Up,8,Tagum CPS,mc8,17/11/2017,43056
125.803,7.45765,19/11/2017,"Sun - Nov 19, 2017",1:00:00,1:00:AM,PHYSICAL INJURIES,Magugpo West,Tagum City,110000000,112300000,Stabbing/Hacking,6,Tagum CPS,mc94,19/11/2017,43058
125.649,7.30339,19/11/2017,"Sun - Nov 19, 2017",19:10:00,7:10:PM,PHYSICAL INJURIES,Little Panay,Panabo City,110000000,112300000,Stabbing/Hacking,6,Panabo CPS,mc94,19/11/2017,43058
125.801,7.43505,20/11/2017,"Mon - Nov 20, 2017",10:40:00,10:40:AM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Akyat Bahay,8,Tagum CPS,mc49,20/11/2017,43059
125.695,7.31609,20/11/2017,"Mon - Nov 20, 2017",1:00:00,1:00:AM,ROBBERY,San Vicente,Panabo City,110000000,112300000,In an Uninhabited Place or in a Private Building,8,Panabo CPS,mc24,20/11/2017,43059
125.687,7.13319,21/11/2017,"Tue - Nov 21, 2017",7:25:00,7:25:AM,THEFT,Moncado (Pob.),Samal City,110000000,112300000,Salisi,10,Island Garden City of Samal PS,mc12,21/11/2017,43060
125.791,7.48901,21/11/2017,"Tue - Nov 21, 2017",5:30:00,5:30:AM,THEFT,Cuambogan,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,21/11/2017,43060
125.78,7.45786,21/11/2017,"Tue - Nov 21, 2017",0:45:00,12:45:AM,ROBBERY,Mankilam,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,21/11/2017,43060
125.824,7.42063,22/11/2017,"Wed - Nov 22, 2017",23:30:00,11:30:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,22/11/2017,43061
125.8,7.4319,23/11/2017,"Thu - Nov 23, 2017",9:00:00,9:00:AM,THEFT,Visayan Village,Tagum City,110000000,112300000,Plain Theft,10,Tagum CPS,mc28,23/11/2017,43062
125.809,7.44807,23/11/2017,"Thu - Nov 23, 2017",19:00:00,7:00:PM,ROBBERY,Magugpo East,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,23/11/2017,43062
125.777,7.46335,24/11/2017,"Fri - Nov 24, 2017",1:00:00,1:00:AM,ROBBERY,Mankilam,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,24/11/2017,43063
125.688,7.30756,24/11/2017,"Fri - Nov 24, 2017",12:20:00,12:20:PM,MURDER,Santo Niño (Pob.),Panabo City,110000000,112300000,Shooting,2,Panabo CPS,mc89,24/11/2017,43063
125.819,7.44931,25/11/2017,"Sat - Nov 25, 2017",21:00:00,9:00:PM,PHYSICAL INJURIES,Magugpo East,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,25/11/2017,43064
125.817,7.43961,26/11/2017,"Sun - Nov 26, 2017",12:15:00,12:15:PM,THEFT,Apokon,Tagum City,110000000,112300000,Salisi (Akyat Bahay),10,Tagum CPS,mc67,26/11/2017,43065
125.913,7.52064,26/11/2017,"Sun - Nov 26, 2017",14:00:00,2:00:PM,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Tagum City,110000000,112300000,"Force, Threat and Intimidation",7,Tagum CPS,mc19,26/11/2017,43065
125.817,7.39041,27/11/2017,"Mon - Nov 27, 2017",22:24:00,10:24:PM,PHYSICAL INJURIES,Madaum,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,27/11/2017,43066
125.773,7.46663,28/11/2017,"Tue - Nov 28, 2017",7:00:00,7:00:AM,PHYSICAL INJURIES,Mankilam,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,28/11/2017,43067
125.803,7.4462,28/11/2017,"Tue - Nov 28, 2017",0:10:00,12:10:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,28/11/2017,43067
125.806,7.44765,28/11/2017,"Tue - Nov 28, 2017",22:30:00,10:30:PM,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,110000000,112300000,Hacking,6,Tagum CPS,mc10,28/11/2017,43067
125.683,7.2887,28/11/2017,"Tue - Nov 28, 2017",22:30:00,10:30:PM,ROBBERY,Cagangohan,Panabo City,110000000,112300000,Hold Up,8,Panabo CPS,mc8,28/11/2017,43067
125.755,7.37896,29/11/2017,"Wed - Nov 29, 2017",14:10:00,2:10:PM,Vehicular Traffic Accident,Bincungan,Tagum City,110000000,112300000,Not Indicated,123,Tagum CPS,mc00,29/11/2017,43068
125.814,7.4558,29/11/2017,"Wed - Nov 29, 2017",22:00:00,10:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,29/11/2017,43068
125.819,7.38973,30/11/2017,"Thu - Nov 30, 2017",15:30:00,3:30:PM,PHYSICAL INJURIES,Madaum,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,30/11/2017,43069
125.808,7.44005,30/11/2017,"Thu - Nov 30, 2017",20:30:00,8:30:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,30/11/2017,43069
125.827,7.41262,01/12/2017,"Fri - Dec 1, 2017",3:00:00,3:00:AM,THEFT,Apokon,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,01/12/2017,43070
125.811,7.41624,01/12/2017,"Fri - Dec 1, 2017",0:25:00,12:25:AM,THEFT,Madaum,Tagum City,110000000,112300000,Applied as Helper,10,Tagum CPS,mc59,01/12/2017,43070
125.804,7.44992,01/12/2017,"Fri - Dec 1, 2017",19:45:00,7:45:PM,ROBBERY,Magugpo Poblacion,Tagum City,110000000,112300000,Cellphone Snatching,8,Tagum CPS,mc10,01/12/2017,43070
125.806,7.44856,01/12/2017,"Fri - Dec 1, 2017",20:25:00,8:25:PM,ROBBERY,Magugpo Poblacion,Tagum City,110000000,112300000,Hold-Up W/ Sharp Object,8,Tagum CPS,mc55,01/12/2017,43070
125.788,7.45688,01/12/2017,"Fri - Dec 1, 2017",20:55:00,8:55:PM,PHYSICAL INJURIES,Mankilam,Tagum City,110000000,112300000,Stabbing/Hacking,6,Tagum CPS,mc94,01/12/2017,43070
125.684,7.30213,02/12/2017,"Sat - Dec 2, 2017",18:15:00,6:15:PM,THEFT,Santo Niño (Pob.),Panabo City,110000000,112300000,Shoplifting,10,Panabo CPS,mc72,02/12/2017,43071
125.783,7.39688,03/12/2017,"Sun - Dec 3, 2017",19:00:00,7:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,03/12/2017,43072
125.802,7.45288,04/12/2017,"Mon - Dec 4, 2017",2:32:00,2:32:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,04/12/2017,43073
125.81,7.44854,04/12/2017,"Mon - Dec 4, 2017",13:30:00,1:30:PM,THEFT,Magugpo East,Tagum City,110000000,112300000,Shoplifting,10,Tagum CPS,mc72,04/12/2017,43073
125.803,7.45773,05/12/2017,"Tue - Dec 5, 2017",1:45:00,1:45:AM,PHYSICAL INJURIES,Magugpo West,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,05/12/2017,43074
125.804,7.45714,05/12/2017,"Tue - Dec 5, 2017",0:30:00,12:30:AM,ROBBERY,Magugpo West,Tagum City,110000000,112300000,Hold Up,8,Tagum CPS,mc8,05/12/2017,43074
125.772,7.44318,05/12/2017,"Tue - Dec 5, 2017",20:13:00,8:13:PM,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,110000000,112300000,Stabbing/Hacking,6,Tagum CPS,mc94,05/12/2017,43074
125.798,7.4359,05/12/2017,"Tue - Dec 5, 2017",12:30:00,12:30:PM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Snatching,8,Tagum CPS,mc98,05/12/2017,43074
125.685,7.30512,05/12/2017,"Tue - Dec 5, 2017",19:00:00,7:00:PM,THEFT,Santo Niño (Pob.),Panabo City,110000000,112300000,Qualified Theft,10,Panabo CPS,mc66,05/12/2017,43074
125.803,7.45782,07/12/2017,"Thu - Dec 7, 2017",2:54:00,2:54:AM,MURDER,Magugpo West,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,07/12/2017,43076
125.678,7.30378,07/12/2017,"Thu - Dec 7, 2017",8:30:00,8:30:AM,MURDER,San Francisco (Pob.),Panabo City,110000000,112300000,Shooting,2,Panabo CPS,mc89,07/12/2017,43076
125.799,7.43467,07/12/2017,"Thu - Dec 7, 2017",2:00:00,2:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,07/12/2017,43076
125.798,7.4359,07/12/2017,"Thu - Dec 7, 2017",10:00:00,10:00:AM,THEFT,Visayan Village,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,07/12/2017,43076
125.685,7.31675,07/12/2017,"Thu - Dec 7, 2017",19:35:00,7:35:PM,MURDER,San Francisco (Pob.),Panabo City,110000000,112300000,Shooting,2,Panabo CPS,mc89,07/12/2017,43076
125.812,7.44946,07/12/2017,"Thu - Dec 7, 2017",21:00:00,9:00:PM,THEFT,Magugpo East,Tagum City,110000000,112300000,Plain Theft,10,Tagum CPS,mc28,07/12/2017,43076
125.799,7.43607,07/12/2017,"Thu - Dec 7, 2017",18:00:00,6:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,07/12/2017,43076
125.747,7.127,08/12/2017,"Fri - Dec 8, 2017",18:30:00,6:30:PM,HOMICIDE,San Antonio,Samal City,110000000,112300000,Mauling,3,Island Garden City of Samal PS,mc36,08/12/2017,43077
125.79,7.4625,08/12/2017,"Fri - Dec 8, 2017",7:40:00,7:40:AM,PHYSICAL INJURIES,Mankilam,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,08/12/2017,43077
125.69,7.09657,09/12/2017,"Sat - Dec 9, 2017",5:00:00,5:00:AM,THEFT,Peñaplata (Pob.),Samal City,110000000,112300000,Salisi,10,Island Garden City of Samal PS,mc12,09/12/2017,43078
125.775,7.46616,09/12/2017,"Sat - Dec 9, 2017",2:48:00,2:48:AM,THEFT,Mankilam,Tagum City,110000000,112300000,Salisi (Akyat Bahay),10,Tagum CPS,mc67,09/12/2017,43078
125.804,7.44399,10/12/2017,"Sun - Dec 10, 2017",1:30:00,1:30:AM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Snatching,10,Tagum CPS,mc73,10/12/2017,43079
125.799,7.46116,10/12/2017,"Sun - Dec 10, 2017",1:58:00,1:58:AM,PHYSICAL INJURIES,Magugpo West,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,10/12/2017,43079
125.71,7.10157,10/12/2017,"Sun - Dec 10, 2017",21:20:00,9:20:PM,MURDER,Mambago-A,Samal City,110000000,112300000,Shooting,2,Island Garden City of Samal PS,mc89,10/12/2017,43079
125.773,7.46667,11/12/2017,"Mon - Dec 11, 2017",23:30:00,11:30:PM,ROBBERY,Mankilam,Tagum City,110000000,112300000,Hold Up,8,Tagum CPS,mc8,11/12/2017,43080
125.799,7.43165,12/12/2017,"Tue - Dec 12, 2017",5:10:00,5:10:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,12/12/2017,43081
125.771,7.44326,12/12/2017,"Tue - Dec 12, 2017",19:30:00,7:30:PM,ROBBERY,San Miguel (Camp 4),Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,12/12/2017,43081
125.771,7.44175,13/12/2017,"Wed - Dec 13, 2017",18:00:00,6:00:PM,ROBBERY,San Miguel (Camp 4),Tagum City,110000000,112300000,Akyat Bahay,8,Tagum CPS,mc49,13/12/2017,43082
125.594,7.32341,13/12/2017,"Wed - Dec 13, 2017",23:00:00,11:00:PM,RAPE (Art. 266-A RC & R.A.8353),Sindaton,Panabo City,110000000,112300000,"Force, Threat and Intimidation",7,Panabo CPS,mc19,13/12/2017,43082
125.691,7.32178,14/12/2017,"Thu - Dec 14, 2017",0:15:00,12:15:AM,HOMICIDE,Salvacion,Panabo City,110000000,112300000,Stabbing/Hacking,3,Panabo CPS,mc38,14/12/2017,43083
125.782,7.46061,14/12/2017,"Thu - Dec 14, 2017",23:45:00,11:45:PM,PHYSICAL INJURIES,Mankilam,Tagum City,110000000,112300000,Stabbing/Hacking,6,Tagum CPS,mc94,14/12/2017,43083
125.78,7.45914,14/12/2017,"Thu - Dec 14, 2017",4:20:00,4:20:AM,PHYSICAL INJURIES,Mankilam,Tagum City,110000000,112300000,Stabbing/Hacking,6,Tagum CPS,mc94,14/12/2017,43083
125.801,7.43452,15/12/2017,"Fri - Dec 15, 2017",5:00:00,5:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Bincungan,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,15/12/2017,43084
125.81,7.44699,16/12/2017,"Sat - Dec 16, 2017",3:05:00,3:05:AM,Vehicular Traffic Accident,Apokon,Tagum City,110000000,112300000,Not Indicated,123,Tagum CPS,mc00,16/12/2017,43085
125.798,7.43629,17/12/2017,"Sun - Dec 17, 2017",22:30:00,10:30:PM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,17/12/2017,43086
125.698,7.07736,18/12/2017,"Mon - Dec 18, 2017",5:00:00,5:00:AM,THEFT,San Miguel (Magamono),Samal City,110000000,112300000,Salisi (Cellphone),10,Island Garden City of Samal PS,mc18,18/12/2017,43087
125.684,7.31725,18/12/2017,"Mon - Dec 18, 2017",11:00:00,11:00:AM,ROBBERY,San Francisco (Pob.),Panabo City,110000000,112300000, in an Inhabited House or Edifice for Worship and Private Building,8,Panabo CPS,mc20,18/12/2017,43087
125.686,7.30626,18/12/2017,"Mon - Dec 18, 2017",20:00:00,8:00:PM,THEFT,Santo Niño (Pob.),Panabo City,110000000,112300000,Qualified Theft,10,Panabo CPS,mc66,18/12/2017,43087
125.694,7.13943,18/12/2017,"Mon - Dec 18, 2017",15:00:00,3:00:PM,RAPE (Art. 266-A RC & R.A.8353),Miranda (Pob.),Samal City,110000000,112300000,"Force, Threat and Intimidation",7,Island Garden City of Samal PS,mc19,18/12/2017,43087
125.765,6.95746,19/12/2017,"Tue - Dec 19, 2017",16:00:00,4:00:PM,RAPE (Art. 266-A RC & R.A.8353),Sion (Zion),Samal City,110000000,112300000,"Force, Threat and Intimidation",7,Island Garden City of Samal PS,mc19,19/12/2017,43088
125.804,7.44735,19/12/2017,"Tue - Dec 19, 2017",8:30:00,8:30:AM,ROBBERY,Magugpo Poblacion,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,19/12/2017,43088
125.799,7.43603,20/12/2017,"Wed - Dec 20, 2017",11:30:00,11:30:AM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Snatching,8,Tagum CPS,mc98,20/12/2017,43089
125.799,7.43527,20/12/2017,"Wed - Dec 20, 2017",6:00:00,6:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,20/12/2017,43089
