,crime,barangay,city,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population,crime_label
384,Murder/Homicide,Mambago-A,Samal City,29.0,31.0,6.0,59.0,74.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.74100000000001,8304.700195,99.0,106.0,383.0,493.0,13.0,67.5,1.0,21.0,476.5,7.0,75.5,7.0,324.5,26.0,37.0,1.0,750.5,791.0,502.5,124.5,40.5,123.5,79.5,419.5,7.5,162.2,190.9,143.4,145.1,137.9,2.9,0.7090000000000001,5.778,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,416.0,374.0,936.5,180.0,202.0,177.0,451.5,93.5,214.0,196.5,487.0,87.0,2
395,Theft,San Miguel (Magamono),Samal City,28.0,28.0,7.0,16.0,71.0,0.0,1009.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.488,8422.820313,89.0,95.5,343.5,442.5,11.0,60.5,1.0,18.5,427.5,6.0,67.5,6.0,291.0,23.0,33.5,1.0,673.5,709.5,451.0,112.0,36.0,111.0,71.0,376.0,6.5,162.2,190.9,143.4,145.1,137.9,2.9,0.7090000000000001,5.778,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,373.0,335.0,839.0,161.5,181.5,159.5,405.0,83.0,192.0,176.5,435.5,78.0,6
398,Rape (Art. 266-A RC & R.A.8353),Miranda (Pob.),Samal City,32.0,37.0,8.0,15.0,55.0,0.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.488,8422.820313,385.0,412.5,1486.0,1914.0,49.5,261.5,6.0,80.5,1850.0,26.0,292.5,25.5,1259.0,101.0,144.0,3.0,2913.5,3070.0,1950.0,484.0,157.0,481.0,307.5,1628.0,28.0,162.2,190.9,143.4,145.1,137.9,2.9,0.7090000000000001,5.778,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1614.0,1450.5,3636.5,698.0,784.5,687.5,1749.0,360.0,830.0,762.5,1887.0,337.0,4
399,Rape (Art. 266-A RC & R.A.8353),Sion (Zion),Samal City,32.0,38.0,3.0,49.0,62.0,0.2,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,50.428999999999995,8365.959961,37.5,40.0,144.0,185.5,5.0,25.5,1.0,8.0,179.5,3.0,28.5,2.0,122.0,10.0,14.0,0.0,282.5,298.0,189.0,47.0,15.5,47.0,30.0,158.0,3.0,162.2,190.9,143.4,145.1,137.9,2.9,0.7090000000000001,5.778,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,157.0,141.0,353.5,67.0,76.0,66.5,168.5,34.5,80.5,74.0,183.5,32.5,4
403,Rape (Art. 266-A RC & R.A.8353),Miranda (Pob.),Samal City,28.0,30.0,17.0,31.0,69.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.302,8378.280273,385.0,412.5,1486.0,1914.0,49.5,261.5,6.0,80.5,1850.0,26.0,292.5,25.5,1259.0,101.0,144.0,3.0,2913.5,3070.0,1950.0,484.0,157.0,481.0,307.5,1628.0,28.0,162.2,190.9,143.4,145.1,137.9,2.9,0.7090000000000001,5.778,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1614.0,1450.5,3636.5,698.0,784.5,687.5,1749.0,360.0,830.0,762.5,1887.0,337.0,4
416,Physical Injuries,Tambo,Samal City,25.0,28.0,14.0,25.0,86.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.245,8490.910156,237.0,253.0,913.0,1176.5,30.5,160.5,3.0,49.5,1137.0,16.0,179.5,16.0,773.5,61.5,88.5,2.0,1790.5,1886.5,1198.0,297.5,96.0,295.0,188.5,1000.0,17.5,162.2,190.9,143.4,145.1,137.9,2.9,0.7090000000000001,5.778,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,992.0,892.0,2234.0,429.0,482.5,422.5,1074.0,221.5,510.0,468.5,1160.0,207.5,3
423,Physical Injuries,Toril,Samal City,26.0,29.0,14.0,53.0,83.0,0.1,1008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49.923,8558.419922,169.5,181.5,653.5,841.5,21.5,115.0,2.0,35.5,813.5,11.5,129.0,11.0,553.5,44.5,63.5,1.0,1281.0,1350.0,857.5,212.5,69.0,211.5,135.0,716.0,12.5,115.1,147.2,101.0,113.2,116.7,3.5,0.7979999999999999,5.726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,710.5,638.0,1599.0,307.5,345.5,302.5,769.5,158.5,365.0,335.0,831.0,148.0,3
424,Physical Injuries,Limao,Samal City,29.0,33.0,14.0,48.0,66.0,0.0,1007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.923,8558.419922,135.0,145.0,522.0,672.0,17.0,92.0,2.0,28.5,649.5,9.0,102.5,9.0,441.5,35.5,50.5,1.0,1023.0,1078.0,684.5,169.5,55.0,168.5,108.0,571.5,10.0,115.1,147.2,101.0,113.2,116.7,3.5,0.7979999999999999,5.726,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,567.0,510.0,1277.5,245.0,275.5,241.0,614.0,127.5,291.5,268.0,662.5,118.0,3
426,Murder/Homicide,San Remigio,Samal City,27.0,28.0,2.0,38.0,86.0,0.0,1006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.923,8558.419922,118.0,127.0,457.0,588.5,15.0,80.5,2.0,25.0,568.5,8.0,90.0,8.0,387.0,31.0,44.5,1.0,895.5,944.0,600.0,148.5,48.5,148.0,94.5,500.5,8.5,115.1,147.2,101.0,113.2,116.7,3.5,0.7979999999999999,5.726,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,497.0,445.5,1118.0,215.5,241.0,211.5,537.5,111.0,255.0,235.0,581.0,104.5,2
428,Physical Injuries,Adecor,Samal City,29.0,32.0,9.0,59.0,78.0,0.2,1007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.923,8558.419922,102.0,109.0,393.5,507.0,13.0,69.5,1.0,21.5,490.0,7.0,77.5,7.0,333.5,26.5,38.0,1.0,771.5,813.5,516.5,128.5,41.5,127.5,81.5,431.5,7.5,115.1,147.2,101.0,113.2,116.7,3.5,0.7979999999999999,5.726,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,427.5,384.0,963.0,184.5,208.0,182.0,463.0,95.0,219.5,202.0,499.5,89.0,3
454,Rape (Art. 266-A RC & R.A.8353),San Agustin,Samal City,26.0,28.0,6.0,70.0,80.0,0.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.35,8865.129883,97.5,104.0,376.0,484.0,12.5,66.5,1.0,20.5,468.0,7.0,74.0,6.0,318.5,25.5,36.5,1.0,737.0,776.5,493.0,122.5,39.5,121.5,77.5,411.5,7.0,115.1,147.2,101.0,113.2,116.7,3.5,0.7979999999999999,5.726,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,408.5,367.0,919.0,176.0,198.5,174.5,442.5,91.5,209.5,193.0,478.0,85.5,4
477,Drug Related Incident (RA 9165),San Remigio,Samal City,27.0,29.0,13.0,12.0,85.0,0.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.818999999999996,9041.200195,118.0,127.0,457.0,588.5,15.0,80.5,2.0,25.0,568.5,8.0,90.0,8.0,387.0,31.0,44.5,1.0,895.5,944.0,600.0,148.5,48.5,148.0,94.5,500.5,8.5,115.1,147.2,101.0,113.2,116.7,3.5,0.7979999999999999,5.726,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,497.0,445.5,1118.0,215.5,241.0,211.5,537.5,111.0,255.0,235.0,581.0,104.5,1
493,Rape (Art. 266-A RC & R.A.8353),Peñaplata (Pob.),Samal City,26.0,28.0,11.0,14.0,83.0,0.0,1009.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.885,9058.620117,330.5,353.5,1274.0,1641.0,42.5,224.0,5.0,69.5,1585.5,22.5,251.0,22.0,1078.5,86.5,123.0,2.0,2497.0,2632.0,1671.5,415.0,134.5,412.0,263.0,1395.0,24.5,115.1,147.2,101.0,113.2,116.7,3.5,0.7979999999999999,5.726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1384.0,1243.5,3117.5,599.5,672.5,590.0,1499.0,310.0,711.0,654.5,1618.0,289.0,4
502,Rape (Art. 266-A RC & R.A.8353),Tambo,Samal City,30.0,33.0,9.0,56.0,73.0,1.0,1007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.818999999999996,9041.200195,237.0,253.0,913.0,1176.5,30.5,160.5,3.0,49.5,1137.0,16.0,179.5,16.0,773.5,61.5,88.5,2.0,1790.5,1886.5,1198.0,297.5,96.0,295.0,188.5,1000.0,17.5,115.1,147.2,101.0,113.2,116.7,3.5,0.7979999999999999,5.726,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,992.0,892.0,2234.0,429.0,482.5,422.5,1074.0,221.5,510.0,468.5,1160.0,207.5,4
526,Rape (Art. 266-A RC & R.A.8353),Aumbay,Samal City,29.0,32.0,4.0,81.0,75.0,0.6,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.303000000000004,8503.69043,109.0,117.0,421.5,543.0,14.0,74.5,2.0,23.0,524.5,7.5,83.0,7.0,357.0,28.5,40.5,1.0,826.0,870.5,553.0,137.5,44.5,136.5,87.0,461.5,8.0,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,457.5,411.5,1031.5,198.0,222.5,195.0,497.5,102.5,235.0,216.0,535.0,96.0,4
535,Physical Injuries,Poblacion (Kaputian),Samal City,29.0,33.0,6.0,21.0,71.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.916000000000004,8598.110352,215.5,231.0,832.5,1071.5,27.5,146.5,3.0,45.5,1036.0,15.0,163.5,14.0,704.5,56.5,80.5,1.5,1631.5,1719.0,1092.0,271.0,88.0,269.5,172.0,911.5,15.5,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,903.5,812.5,2036.0,392.0,439.5,385.5,980.0,203.0,464.0,427.0,1057.0,188.5,3
536,Rape (Art. 266-A RC & R.A.8353),Poblacion (Kaputian),Samal City,31.0,34.0,4.0,17.0,61.0,0.0,1012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.916000000000004,8598.110352,215.5,231.0,832.5,1071.5,27.5,146.5,3.0,45.5,1036.0,15.0,163.5,14.0,704.5,56.5,80.5,1.5,1631.5,1719.0,1092.0,271.0,88.0,269.5,172.0,911.5,15.5,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,903.5,812.5,2036.0,392.0,439.5,385.5,980.0,203.0,464.0,427.0,1057.0,188.5,4
561,Drug Related Incident (RA 9165),Tagbaobo,Samal City,30.0,30.0,12.0,3.0,68.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.123999999999995,8515.570313,118.0,126.0,455.5,586.5,15.0,80.0,2.0,25.0,566.5,8.0,89.5,8.0,386.0,31.0,44.0,1.0,892.5,940.5,597.0,148.5,48.5,147.0,94.0,499.0,8.5,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,495.0,444.5,1114.5,213.5,240.0,210.5,535.5,110.5,254.0,233.5,578.0,104.0,1
562,Physical Injuries,Kinawitnon,Samal City,26.0,27.0,16.0,39.0,87.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.11600000000001,8467.55957,107.0,114.0,412.0,531.0,14.0,72.5,2.0,22.5,513.0,7.0,81.0,7.0,349.0,28.0,40.0,1.0,808.5,851.5,541.0,134.5,43.5,133.5,85.5,451.5,8.0,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,447.5,403.0,1009.0,193.5,217.5,190.5,484.5,100.5,230.0,211.5,524.5,94.0,3
565,Robbery,Cogon,Samal City,31.0,36.0,2.0,33.0,60.0,0.0,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.893,8499.980469,159.0,170.0,613.0,789.5,20.0,108.0,2.0,33.5,763.0,11.0,120.5,10.5,519.0,41.5,59.5,1.0,1201.5,1266.0,804.0,199.5,65.0,198.0,127.0,671.5,11.5,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,666.0,598.0,1499.0,287.5,323.5,284.0,720.5,148.5,342.0,315.0,778.5,139.5,5
566,Physical Injuries,Kinawitnon,Samal City,26.0,30.0,1.0,57.0,85.0,0.1,1012.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,51.916000000000004,8598.110352,107.0,114.0,412.0,531.0,14.0,72.5,2.0,22.5,513.0,7.0,81.0,7.0,349.0,28.0,40.0,1.0,808.5,851.5,541.0,134.5,43.5,133.5,85.5,451.5,8.0,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,447.5,403.0,1009.0,193.5,217.5,190.5,484.5,100.5,230.0,211.5,524.5,94.0,3
569,Rape (Art. 266-A RC & R.A.8353),Balet,Samal City,28.0,29.0,9.0,26.0,80.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.82899999999999,8592.379883,156.5,167.5,603.5,777.5,20.0,106.0,2.0,33.0,751.0,11.0,119.0,10.0,511.0,41.0,58.5,1.0,1183.5,1247.0,792.0,197.0,64.0,195.0,125.0,661.0,11.5,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,656.0,589.0,1476.0,283.5,318.5,279.5,710.5,146.5,337.5,310.0,767.0,137.5,4
570,Physical Injuries,Peñaplata (Pob.),Samal City,28.0,28.0,14.0,24.0,79.0,0.0,1008.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,51.207,8645.080078,330.5,353.5,1274.0,1641.0,42.5,224.0,5.0,69.5,1585.5,22.5,251.0,22.0,1078.5,86.5,123.0,2.0,2497.0,2632.0,1671.5,415.0,134.5,412.0,263.0,1395.0,24.5,115.2,151.4,102.1,113.1,116.9,3.7,0.67,5.353,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1384.0,1243.5,3117.5,599.5,672.5,590.0,1499.0,310.0,711.0,654.5,1618.0,289.0,3
585,Theft,Peñaplata (Pob.),Samal City,27.0,28.0,17.0,11.0,80.0,0.0,1009.0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,51.926,8404.69043,330.5,353.5,1274.0,1641.0,42.5,224.0,5.0,69.5,1585.5,22.5,251.0,22.0,1078.5,86.5,123.0,2.0,2497.0,2632.0,1671.5,415.0,134.5,412.0,263.0,1395.0,24.5,115.3,155.8,101.8,112.4,117.5,4.1,0.758,5.8420000000000005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1384.0,1243.5,3117.5,599.5,672.5,590.0,1499.0,310.0,711.0,654.5,1618.0,289.0,6
586,Physical Injuries,San Antonio,Samal City,26.0,27.0,19.0,0.0,82.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.01600000000001,8372.509766,113.5,122.0,438.5,564.5,14.5,77.5,2.0,24.0,545.5,8.0,86.5,7.5,371.0,29.5,42.5,1.0,859.5,905.5,575.0,143.0,46.5,142.0,90.5,480.0,8.5,115.3,155.8,101.8,112.4,117.5,4.1,0.758,5.8420000000000005,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,477.0,428.0,1072.5,206.5,231.0,203.0,515.5,106.5,245.0,225.5,557.0,98.5,3
587,Murder/Homicide,San Antonio,Samal City,26.0,27.0,19.0,0.0,82.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.01600000000001,8372.509766,113.5,122.0,438.5,564.5,14.5,77.5,2.0,24.0,545.5,8.0,86.5,7.5,371.0,29.5,42.5,1.0,859.5,905.5,575.0,143.0,46.5,142.0,90.5,480.0,8.5,115.3,155.8,101.8,112.4,117.5,4.1,0.758,5.8420000000000005,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,477.0,428.0,1072.5,206.5,231.0,203.0,515.5,106.5,245.0,225.5,557.0,98.5,2
589,Rape (Art. 266-A RC & R.A.8353),Del Monte,Samal City,29.0,32.0,16.0,3.0,61.0,0.0,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.01600000000001,8372.509766,104.0,111.0,400.0,515.0,13.0,70.5,1.5,22.0,498.0,7.0,78.5,7.0,339.0,27.0,38.5,1.0,784.0,826.5,525.0,130.0,42.5,129.5,82.5,438.5,7.5,115.3,155.8,101.8,112.4,117.5,4.1,0.758,5.8420000000000005,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,435.0,390.5,978.5,188.0,211.5,185.5,470.0,96.5,223.5,205.0,508.0,90.5,4
593,Physical Injuries,Pangubatan (Talicod I),Samal City,31.0,35.0,10.0,23.0,57.0,0.0,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.01600000000001,8372.509766,75.0,80.5,289.5,373.0,10.0,51.0,1.0,16.0,360.0,5.0,56.5,5.0,245.0,19.5,28.0,1.0,567.5,597.5,379.5,94.5,30.5,94.0,59.5,316.5,5.5,115.3,155.8,101.8,112.4,117.5,4.1,0.758,5.8420000000000005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,314.5,282.5,708.5,136.0,153.0,134.0,341.5,70.0,161.5,149.0,368.5,65.5,3
605,Theft,Miranda (Pob.),Samal City,28.0,28.0,19.0,24.0,79.0,0.0,1011.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,52.008,8419.570313,385.0,412.5,1486.0,1914.0,49.5,261.5,6.0,80.5,1850.0,26.0,292.5,25.5,1259.0,101.0,144.0,3.0,2913.5,3070.0,1950.0,484.0,157.0,481.0,307.5,1628.0,28.0,115.3,155.8,101.8,112.4,117.5,4.1,0.758,5.8420000000000005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1614.0,1450.5,3636.5,698.0,784.5,687.5,1749.0,360.0,830.0,762.5,1887.0,337.0,6
630,Physical Injuries,Peñaplata (Pob.),Samal City,34.0,39.0,5.0,10.0,52.0,0.0,1009.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,52.207,7979.830078,330.5,353.5,1274.0,1641.0,42.5,224.0,5.0,69.5,1585.5,22.5,251.0,22.0,1078.5,86.5,123.0,2.0,2497.0,2632.0,1671.5,415.0,134.5,412.0,263.0,1395.0,24.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1384.0,1243.5,3117.5,599.5,672.5,590.0,1499.0,310.0,711.0,654.5,1618.0,289.0,3
635,Rape (Art. 266-A RC & R.A.8353),Anonang,Samal City,31.0,31.0,13.0,36.0,70.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.001999999999995,8235.540039,135.0,144.5,521.0,671.0,17.0,91.5,2.0,28.0,648.5,9.0,102.5,9.0,441.5,35.5,50.5,1.0,1021.0,1076.0,683.5,169.5,55.0,168.5,107.5,570.5,10.0,115.3,155.8,101.8,112.4,117.5,4.1,0.758,5.8420000000000005,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,566.5,508.0,1274.0,244.5,275.0,241.0,613.5,127.5,291.0,267.0,661.5,118.0,4
657,Theft,Kinawitnon,Samal City,30.0,29.0,14.0,44.0,82.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.992,7943.930176000003,107.0,114.0,412.0,531.0,14.0,72.5,2.0,22.5,513.0,7.0,81.0,7.0,349.0,28.0,40.0,1.0,808.5,851.5,541.0,134.5,43.5,133.5,85.5,451.5,8.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,447.5,403.0,1009.0,193.5,217.5,190.5,484.5,100.5,230.0,211.5,524.5,94.0,6
668,Physical Injuries,Tagbitan-Ag,Samal City,32.0,37.0,4.0,63.0,64.0,0.7,1007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.016999999999996,7899.97998,118.0,127.0,456.0,587.5,15.0,80.5,2.0,25.0,567.5,8.0,89.5,8.0,386.0,31.0,44.5,1.0,894.0,942.0,598.0,148.5,48.5,148.0,94.5,500.0,8.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,495.5,445.5,1116.0,214.0,241.0,211.5,536.0,111.0,255.0,234.0,579.5,104.5,3
674,Theft,Peñaplata (Pob.),Samal City,31.0,33.0,9.0,29.0,72.0,0.0,1011.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.071999999999996,7793.129883,330.5,353.5,1274.0,1641.0,42.5,224.0,5.0,69.5,1585.5,22.5,251.0,22.0,1078.5,86.5,123.0,2.0,2497.0,2632.0,1671.5,415.0,134.5,412.0,263.0,1395.0,24.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1384.0,1243.5,3117.5,599.5,672.5,590.0,1499.0,310.0,711.0,654.5,1618.0,289.0,6
