,Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal
Fire Station,0.02456583795809656,0.27232929940158657,,,-0.01237140685463178,0.06490543921781981,-0.012371406854631978,0.08141912850182517,-0.032537016849976196,-0.029656620674362567,1.0,0.18177836985267565,-0.026178512077121987,-0.043112389373297186,-0.05969776421308916,0.05492217270093097,0.15638667569949935,0.0402151698170364,-0.051300269792650455,0.09108688094800466,-0.0349314370199299,-0.05063468785042531,-0.006867995801304312,0.25904341323247065,-0.036190275926999145,-0.034385866935535685,-0.02420930516686024,-0.011970960155239458,-0.031018955078037477,-0.02235805285811003,-0.02089064816186843,-0.021388357795153492,-0.015871670143356446,-0.06700745128922757,0.14819041899375449,-0.00974338516240833,0.08823730576629686,-0.02660253234490017,-0.018244112983743115,-0.01879749737728708
Gas Station,0.3632257982400967,0.18018330112628875,,,-0.04513386276630863,0.3130517060683395,0.27579901846003263,0.35802521752104033,0.25947947497088086,0.10899938978548065,0.18177836985267565,1.0,0.28459334640562917,0.41397395159549505,0.1517918426543335,0.2865881631304075,0.3694842974285901,0.17925030975898093,0.061456421638598865,0.3535547463313992,0.39037542106054446,0.1924093005409406,-0.0377822499281425,0.5634473239061082,0.08041753870338923,0.2223584740869102,0.3370655408851133,0.2890535188674679,0.35486257775121005,-0.043453162162766186,0.15252461383036836,0.13046821731110742,0.16606206167882973,-0.1832058083838554,0.3891037607703486,0.09083281642416054,0.2221300035221305,0.20799604635044217,0.12235526177927411,-0.10340887858396722
Government Office,0.19108604982869748,0.028423531606004315,,,-0.043020070655452394,0.14134402213947617,0.11810454098786687,0.2470264854867172,0.13340805438766906,-0.01484241676562817,-0.026178512077121987,0.28459334640562917,1.0,0.24559945568479657,-0.02436675150833064,0.32526324161939374,0.2784382089971837,0.04541896872381538,-0.044764029517675386,0.14541885826603934,0.2424864468317422,0.21701611920181377,-0.023882624515160208,0.4073433633484859,-0.011775001941185059,0.30115028473605093,0.3507127715182453,0.1579362268948437,0.14784730097273005,-0.003202729703312071,0.16480589031343246,0.04189349147677487,0.17378133933212284,-0.11199564975435354,0.23646115314211477,-0.03388144315641343,0.15721728405269686,0.4377428194779863,0.0036483152513471775,-0.06536602302540792
Greenfield,0.4516809769222319,0.40351096979956125,,,-0.07084810746694176,0.44584906062176755,0.2422314617717958,0.34727544762430523,0.6121213306114914,0.3611376402825595,-0.043112389373297186,0.41397395159549505,0.24559945568479657,1.0,0.03288572955710393,0.39254046186089575,0.14421019304333907,0.03372224283699461,-0.12258785337408455,0.45905785735555,0.6659147952250306,0.34893110645332126,-0.03933138003873279,0.46655485861355717,0.3028999671596866,0.5786127901472281,0.15108885596480295,0.20842397338741459,0.6307634974472558,0.3504732394800122,0.42963540459828026,0.44231629299413666,0.33283563798136856,-0.2868364408797826,0.6981411563531572,-0.055798051683964664,0.44957457796207717,0.17102342873406642,0.11279014603492532,-0.10764880097666447
Highway,0.24011468105280512,-0.06247280381420619,,,-0.04085266709933007,-0.011513328864650488,0.01639810372224399,0.25549995923297186,0.1394518820764976,-0.05218462713497524,-0.05969776421308916,0.1517918426543335,-0.02436675150833064,0.03288572955710393,1.0,0.3467588999863526,-0.010842428867799122,0.1721153325499008,0.23235198852830072,0.09753499330374325,0.12327778695130961,-0.021711923330007533,0.047242789662495684,0.09718619022583248,0.1483617745039122,-0.19481486019970404,-0.047750302974814154,0.18082916802161794,0.02323767881529656,-0.05589636652428361,-0.02504159302908463,-0.054849163767269685,0.07000353342086109,0.0033707672686465744,0.12314610324616465,0.1151167927308326,0.05057305147366659,-0.08725174491885489,0.05398029737880547,0.3148777450054953
Highway Pedestrian,0.46498273687551556,0.14494898708977222,,,0.0964352127149634,0.23718507564151892,0.1520522650085606,0.39073725300731765,0.4028551485657613,0.24175491253683548,0.05492217270093097,0.2865881631304075,0.32526324161939374,0.39254046186089575,0.3467588999863526,1.0,0.21684347152524244,0.1185554809572475,0.13377891968070335,0.3660670915687469,0.48167510039186356,0.20277113082161757,-0.0596753631422992,0.3410561716690184,0.38555536867946605,0.3290213852160319,0.19997058324548797,0.12560380702103882,0.38430701861159733,0.18098207228216318,0.28521849863447524,0.2154960671142624,0.2426412589075993,-0.08952737453181696,0.36665782242253103,0.10223125411833996,0.280135827567721,0.22181074848982726,0.02159761468383063,0.28737041450211315
Highway Primary,0.15708395774905984,-0.0651276534436887,,,-0.05810133527458368,0.14008332407945018,0.23598925957317388,0.03822796037143186,0.14017103763056238,0.04056472215831674,0.15638667569949935,0.3694842974285901,0.2784382089971837,0.14421019304333907,-0.010842428867799122,0.21684347152524244,1.0,0.0032481771628772938,-0.10691671044233857,0.08869666504472364,0.3189251863046498,0.14150835943245282,-0.043916758065125246,0.45749717702923187,-0.05790785383773973,0.20864908031108045,0.20807190564113115,0.22699548627531832,0.27394348192056306,-0.045779531699940965,0.11149611386469968,0.0021866176886334264,0.13069356344509062,0.06911486904810424,0.17335841099071883,0.1494616713651691,0.1853940383171669,0.19649551588196676,0.058275675499748235,-0.12019884234515613
Highway Residential,0.05363330985475649,0.0009696713515271586,,,0.04272966976012168,0.06090507859305755,0.06608700455752127,0.2584416814742192,-0.07439284756432457,-0.09754020814979322,0.0402151698170364,0.17925030975898093,0.04541896872381538,0.03372224283699461,0.1721153325499008,0.1185554809572475,0.0032481771628772938,1.0,0.19953752873182048,0.22582244115422545,-0.03951656132498466,0.09053556370094021,-0.0048056440383031215,0.09021534848570721,-0.02716028239397601,-0.04502559290754082,0.1293240517991443,0.06394785230436337,-0.08142694298781097,-0.16423128732483008,-0.17525297998726946,-0.06833947745114544,-0.11806074476072587,0.30397020976045613,0.07674196889787183,-0.006817598928893048,0.11995934774119414,0.08387561451379455,0.09745850185608561,0.10041463428047101
Highway Secondary,0.020209111507175304,-0.15889318946470093,,,-0.023279733457690088,-0.26768737822227096,-0.08430353965962475,0.09909145743218352,-0.03150505517785559,0.02081988213360684,-0.051300269792650455,0.061456421638598865,-0.044764029517675386,-0.12258785337408455,0.23235198852830072,0.13377891968070335,-0.10691671044233857,0.19953752873182048,1.0,0.11981925206843648,-0.057526799067259146,-0.025086294890569315,0.025470638556913006,-0.08477239625110299,0.1374154506889363,-0.17622467563156216,0.010720962555600632,0.04439548423069809,-0.1755056801786719,-0.15235639874942092,-0.1423569369695394,-0.10905243229402051,-0.027858888341099296,-0.08055150344199022,-0.1636389472341908,-0.06639518585960426,-0.22384695207282526,-0.029139686081117576,0.22858660831581173,0.2977384649290522
Highway Tertiary,0.39478409874024495,0.2913677549346037,,,-0.13581985381290979,0.2703642620832363,0.13184214539790426,0.35415447474887657,0.317830452272483,0.33438323756067545,0.09108688094800466,0.3535547463313992,0.14541885826603934,0.45905785735555,0.09753499330374325,0.3660670915687469,0.08869666504472364,0.22582244115422545,0.11981925206843648,1.0,0.35067134924216775,0.2861435225774565,-0.01200091628914809,0.3185077550901354,0.29751066037088253,0.27772158793577834,0.15805881573282313,0.14484112428789536,0.30451134528831,0.14668396761816566,0.20893536920212308,0.2158641358048466,0.1920372733747925,-0.2047155291509342,0.44881190050962066,-0.10696804041374591,0.31290357285269776,0.10833288538414027,-0.01454240833320251,0.20333757201020825
Hospital,0.5211556043767814,0.12028324414225262,,,-0.05740406040903728,0.38196846894613196,0.3027167248132786,0.3777895776841427,0.6471798538127473,0.3204574939732047,-0.0349314370199299,0.39037542106054446,0.2424864468317422,0.6659147952250306,0.12327778695130961,0.48167510039186356,0.3189251863046498,-0.03951656132498466,-0.057526799067259146,0.35067134924216775,1.0,0.31003504442626234,-0.03186790722345974,0.5574363511845796,0.3177068870055518,0.5226101057541827,0.27647379342635325,0.263049815277873,0.695218159756173,0.3276601687054388,0.5190720828252902,0.3802719203764217,0.4137500706360903,-0.20689037981882172,0.5804398249059535,0.21410109414079917,0.3616547009391258,0.1972154059138785,0.18311267309179194,-0.08722150097105132
Hotel,0.4152001830506211,0.1701172880570942,,,-0.06273873550700582,0.28650581247353085,0.20338465334208758,0.3527022063702346,0.26842851547619034,0.34266971063124146,-0.05063468785042531,0.1924093005409406,0.21701611920181377,0.34893110645332126,-0.021711923330007533,0.20277113082161757,0.14150835943245282,0.09053556370094021,-0.025086294890569315,0.2861435225774565,0.31003504442626234,1.0,-0.0461939637291631,0.23198512390249162,0.3282531118729126,0.3617184292273606,0.32340537544700515,0.025128475319879235,0.35991500300255114,0.2521366143627194,0.29944464162601664,0.15158391071631713,0.13567463092538884,0.004646824221546983,0.4390534557426018,-0.06553375887417928,0.34136233176371394,0.19874527631597333,-0.08009019870688139,-0.12643148556971695
Industrial Building,-0.04163253519950393,-0.0252194523923639,,,-0.011286419326011408,-9.848341410154858e-05,-0.011286419326011366,0.010825706659909153,0.06662292320103372,-0.02705569872984909,-0.006867995801304312,-0.0377822499281425,-0.023882624515160208,-0.03933138003873279,0.047242789662495684,-0.0596753631422992,-0.043916758065125246,-0.0048056440383031215,0.025470638556913006,-0.01200091628914809,-0.03186790722345974,-0.0461939637291631,1.0,-0.026512914247084636,0.01154184813235273,-0.031370184303459045,-0.022086119462012187,-0.010921092292459847,-0.02829855473828958,0.04511866003524873,-0.01905851273970028,-0.019512572628753683,-0.014479705238615734,-0.061130815767680154,-0.04634574790961172,-0.008888878353928058,0.00852218411242677,-0.024269457686286515,-0.016644081937096596,-0.01714893384176711
Mall,0.4862764096320073,0.050544587931547716,,,-0.04775804449244855,0.25572224541962546,0.36651351120516706,0.29773291487794107,0.3775026699755638,0.11520866161187032,0.25904341323247065,0.5634473239061082,0.4073433633484859,0.46655485861355717,0.09718619022583248,0.3410561716690184,0.45749717702923187,0.09021534848570721,-0.08477239625110299,0.3185077550901354,0.5574363511845796,0.23198512390249162,-0.026512914247084636,1.0,0.08142712386320024,0.33810122179555785,0.28991822949647494,0.41191595124857644,0.4281453379223809,0.050592613670922035,0.28275655524618437,0.20213992679731105,0.38260486338988187,-0.21593313195248315,0.4867147661222831,-0.03761294310025414,0.1627469432102892,0.31043773961886567,0.21706591548971102,-0.07256504669515959
Marketplace,0.5463175112819296,0.2670055704047278,,,-0.05947275470940083,0.16756830778578968,-0.009308235768593213,0.36330673909658984,0.397973114050013,0.5560504522237673,-0.036190275926999145,0.08041753870338923,-0.011775001941185059,0.3028999671596866,0.1483617745039122,0.38555536867946605,-0.05790785383773973,-0.02716028239397601,0.1374154506889363,0.29751066037088253,0.3177068870055518,0.3282531118729126,0.01154184813235273,0.08142712386320024,1.0,0.3668358047193314,0.07318061666524837,0.04600591824032856,0.4258685507826789,0.3711988912379823,0.4386300857596672,0.3496696856687521,0.2801428976388084,-0.11924876186104146,0.25418548758294157,-0.04683913176666363,0.12139913005324118,0.009687601768389963,0.05154750985192536,0.3330881401757872
Park,0.4622713604341515,0.30112177390563827,,,-0.056507505879544305,0.4008949192044624,0.15163711440152486,0.1970148607908758,0.4375150159057344,0.47042357113170064,-0.034385866935535685,0.2223584740869102,0.30115028473605093,0.5786127901472281,-0.19481486019970404,0.3290213852160319,0.20864908031108045,-0.04502559290754082,-0.17622467563156216,0.27772158793577834,0.5226101057541827,0.3617184292273606,-0.031370184303459045,0.33810122179555785,0.3668358047193314,1.0,0.19841801495698813,0.13330166435715834,0.6268054095391175,0.4546039692870473,0.5276545472121378,0.5124900584881388,0.31778713938067554,-0.12568218677420456,0.4517297922811026,-0.044503782053315843,0.3051206203872737,0.46228841839299023,0.043059914751266685,-0.0858592483497599
Parking Area,0.2152281033634466,-0.005737305976598892,,,-0.03978400360301077,0.22073861764956226,0.20119216477255392,0.261827853511906,-0.016837434187022677,-0.07965104325318022,-0.02420930516686024,0.3370655408851133,0.3507127715182453,0.15108885596480295,-0.047750302974814154,0.19997058324548797,0.20807190564113115,0.1293240517991443,0.010720962555600632,0.15805881573282313,0.27647379342635325,0.32340537544700515,-0.022086119462012187,0.28991822949647494,0.07318061666524837,0.19841801495698813,1.0,-0.03849624602469793,0.15824436904847744,-0.07189908681487749,-0.024903006220099798,-0.0687807388103412,-0.05104015974809685,0.03312737571627612,0.16762553423750717,0.3157050147800611,0.07849480251036801,0.3092528943678705,-0.058669467846918275,-0.060449042875476366
Pawnshop,0.26232109671260134,-0.043957665155912866,,,-0.019672300326879374,-0.046118571539549395,-0.01967230032687949,0.12946801985103823,0.3119639602620044,0.012949806297059418,-0.011970960155239458,0.2890535188674679,0.1579362268948437,0.20842397338741459,0.18082916802161794,0.12560380702103882,0.22699548627531832,0.06394785230436337,0.04439548423069809,0.14484112428789536,0.263049815277873,0.025128475319879235,-0.010921092292459847,0.41191595124857644,0.04600591824032856,0.13330166435715834,-0.03849624602469793,1.0,0.2988743121253593,0.002512376028909474,0.20928038256298756,0.2430521172837571,0.4944102170420569,-0.10655139883358779,0.19345391317790836,-0.015493371236399968,0.07275683902914866,0.0889768682040654,0.42776620801667586,-0.0298907002368349
Pharmacy,0.536685845541952,0.3478978514455129,,,-0.050974541073389654,0.4293374898628157,0.3144947132295667,0.3354754037874083,0.618756629570831,0.5324720465468132,-0.031018955078037477,0.35486257775121005,0.14784730097273005,0.6307634974472558,0.02323767881529656,0.38430701861159733,0.27394348192056306,-0.08142694298781097,-0.1755056801786719,0.30451134528831,0.695218159756173,0.35991500300255114,-0.02829855473828958,0.4281453379223809,0.4258685507826789,0.6268054095391175,0.15824436904847744,0.2988743121253593,1.0,0.47691383947334387,0.5699041356669657,0.520470421578719,0.4228959777010378,-0.20300511080226416,0.538516149293682,0.2432593125717452,0.32372388054055135,0.11467427248358714,0.1394353539161657,-0.0774522908667188
Police Station,0.35233238277040657,0.3633450051354585,,,-0.03674177550047811,0.32148426699716864,-0.03674177550047827,0.2004933843651991,0.3579660733642233,0.48446566257184587,-0.02235805285811003,-0.043453162162766186,-0.003202729703312071,0.3504732394800122,-0.05589636652428361,0.18098207228216318,-0.045779531699940965,-0.16423128732483008,-0.15235639874942092,0.14668396761816566,0.3276601687054388,0.2521366143627194,0.04511866003524873,0.050592613670922035,0.3711988912379823,0.4546039692870473,-0.07189908681487749,0.002512376028909474,0.47691383947334387,1.0,0.5040995781616253,0.5796168691300635,0.33137443760293966,-0.10312442915990161,0.3337328638245041,-0.02893682783683257,0.2656603120339563,-0.042228519059264884,0.022597537537844194,-0.05582658760822614
Post Office,0.40465069907185747,0.16923064753843953,,,-0.03433033769505842,0.2484482429852618,0.004827703738367778,0.19303707427450414,0.5754808583115117,0.4362197155355101,-0.02089064816186843,0.15252461383036836,0.16480589031343246,0.42963540459828026,-0.02504159302908463,0.28521849863447524,0.11149611386469968,-0.17525297998726946,-0.1423569369695394,0.20893536920212308,0.5190720828252902,0.29944464162601664,-0.01905851273970028,0.28275655524618437,0.4386300857596672,0.5276545472121378,-0.024903006220099798,0.20928038256298756,0.5699041356669657,0.5040995781616253,1.0,0.5293308238289123,0.5742592046467014,-0.17463237285950362,0.36102496219271646,-0.027037644695458454,0.23720123200832738,0.10190555517037417,0.16677111967154784,-0.05216257458565802
Private Office,0.3646268894093398,0.32905913557440264,,,-0.03514824146005192,0.26471011585181664,-0.03514824146005198,0.19910055599081494,0.38025641608622196,0.38851128321898115,-0.021388357795153492,0.13046821731110742,0.04189349147677487,0.44231629299413666,-0.054849163767269685,0.2154960671142624,0.0021866176886334264,-0.06833947745114544,-0.10905243229402051,0.2158641358048466,0.3802719203764217,0.15158391071631713,-0.019512572628753683,0.20213992679731105,0.3496696856687521,0.5124900584881388,-0.0687807388103412,0.2430521172837571,0.520470421578719,0.5796168691300635,0.5293308238289123,1.0,0.5906929730182361,-0.15714131256339403,0.37186080130264193,-0.02768180356128149,0.29192145685166326,0.03914735122379644,0.24090465105826128,-0.053405322808070324
Recreational Area,0.3136432884766232,-0.009632750519953772,,,-0.026082474396393683,0.048975902396765233,-0.026082474396394405,0.17165487801660628,0.44500341771500446,0.1673622629400721,-0.015871670143356446,0.16606206167882973,0.17378133933212284,0.33283563798136856,0.07000353342086109,0.2426412589075993,0.13069356344509062,-0.11806074476072587,-0.027858888341099296,0.1920372733747925,0.4137500706360903,0.13567463092538884,-0.014479705238615734,0.38260486338988187,0.2801428976388084,0.31778713938067554,-0.05104015974809685,0.4944102170420569,0.4228959777010378,0.33137443760293966,0.5742592046467014,0.5906929730182361,1.0,-0.141270928452619,0.28015628671444365,-0.020541850819300243,0.19095070878923276,0.09453922289536196,0.3808092571591623,-0.039630516546775386
Residential Building,-0.1937402678632057,-0.1214526659354512,,,0.12936301151178067,-0.13598447774192984,-0.05485138509038291,-0.059466292960910105,-0.17998490986334215,-0.19667735925616447,-0.06700745128922757,-0.1832058083838554,-0.11199564975435354,-0.2868364408797826,0.0033707672686465744,-0.08952737453181696,0.06911486904810424,0.30397020976045613,-0.08055150344199022,-0.2047155291509342,-0.20689037981882172,0.004646824221546983,-0.061130815767680154,-0.21593313195248315,-0.11924876186104146,-0.12568218677420456,0.03312737571627612,-0.10655139883358779,-0.20300511080226416,-0.10312442915990161,-0.17463237285950362,-0.15714131256339403,-0.141270928452619,1.0,-0.139261401547822,0.05255483359809138,-0.003282806933500235,0.06633395831689476,-0.13681953215101827,-0.09267292195746425
Restaurant,0.5308822581858773,0.4256667579174699,,,-0.0426069624689269,0.5128893407280404,0.20265031969987382,0.40632876437758547,0.4927951969067783,0.2758169987633963,0.14819041899375449,0.3891037607703486,0.23646115314211477,0.6981411563531572,0.12314610324616465,0.36665782242253103,0.17335841099071883,0.07674196889787183,-0.1636389472341908,0.44881190050962066,0.5804398249059535,0.4390534557426018,-0.04634574790961172,0.4867147661222831,0.25418548758294157,0.4517297922811026,0.16762553423750717,0.19345391317790836,0.538516149293682,0.3337328638245041,0.36102496219271646,0.37186080130264193,0.28015628671444365,-0.139261401547822,1.0,-0.06574908977630228,0.5305056779904861,0.13640414255242045,0.07545727077288199,-0.1268469142939638
Road,-0.0590626199362629,-0.03577795405715804,,,-0.016011647907078392,0.11205140691647128,-0.016011647907078378,0.10537640817983095,-0.04211091461707448,-0.038382972440510164,-0.00974338516240833,0.09083281642416054,-0.03388144315641343,-0.055798051683964664,0.1151167927308326,0.10223125411833996,0.1494616713651691,-0.006817598928893048,-0.06639518585960426,-0.10696804041374591,0.21410109414079917,-0.06553375887417928,-0.008888878353928058,-0.03761294310025414,-0.04683913176666363,-0.044503782053315843,0.3157050147800611,-0.015493371236399968,0.2432593125717452,-0.02893682783683257,-0.027037644695458454,-0.02768180356128149,-0.020541850819300243,0.05255483359809138,-0.06574908977630228,1.0,0.059218132603178375,-0.034430229831438085,-0.02361237625640573,-0.02432859197631775
School,0.2557921856817156,0.3360556479006693,,,-0.0669282618212145,0.39722896939378655,-0.02952854418555989,0.27288841215628146,0.289954641124305,0.17683095845708502,0.08823730576629686,0.2221300035221305,0.15721728405269686,0.44957457796207717,0.05057305147366659,0.280135827567721,0.1853940383171669,0.11995934774119414,-0.22384695207282526,0.31290357285269776,0.3616547009391258,0.34136233176371394,0.00852218411242677,0.1627469432102892,0.12139913005324118,0.3051206203872737,0.07849480251036801,0.07275683902914866,0.32372388054055135,0.2656603120339563,0.23720123200832738,0.29192145685166326,0.19095070878923276,-0.003282806933500235,0.5305056779904861,0.059218132603178375,1.0,0.04606380033158667,0.02782919594040993,-0.15851915172314654
Sports Center,0.20544962492682203,0.009852694789264607,,,-0.043716878091466654,0.11282277283135736,0.1470692801011854,0.08289546302246151,0.10127529322816367,0.011354891276449317,-0.02660253234490017,0.20799604635044217,0.4377428194779863,0.17102342873406642,-0.08725174491885489,0.22181074848982726,0.19649551588196676,0.08387561451379455,-0.029139686081117576,0.10833288538414027,0.1972154059138785,0.19874527631597333,-0.024269457686286515,0.31043773961886567,0.009687601768389963,0.46228841839299023,0.3092528943678705,0.0889768682040654,0.11467427248358714,-0.042228519059264884,0.10190555517037417,0.03914735122379644,0.09453922289536196,0.06633395831689476,0.13640414255242045,-0.034430229831438085,0.04606380033158667,1.0,-0.06446927763099326,-0.06642477374833716
Tourist Attraction,0.09956314045450378,-0.06699283927154522,,,-0.029981193250955433,-0.0898518010484119,-0.029981193250955464,-0.03816925013390729,0.20331205641034283,-0.05166331063335635,-0.018244112983743115,0.12235526177927411,0.0036483152513471775,0.11279014603492532,0.05398029737880547,0.02159761468383063,0.058275675499748235,0.09745850185608561,0.22858660831581173,-0.01454240833320251,0.18311267309179194,-0.08009019870688139,-0.016644081937096596,0.21706591548971102,0.05154750985192536,0.043059914751266685,-0.058669467846918275,0.42776620801667586,0.1394353539161657,0.022597537537844194,0.16677111967154784,0.24090465105826128,0.3808092571591623,-0.13681953215101827,0.07545727077288199,-0.02361237625640573,0.02782919594040993,-0.06446927763099326,1.0,-0.04555435029539656
