,Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal
Government Office,0.16581239827024924,-0.06019292654288442,0.1955294866951377,-0.06019292654288443,,0.3485483377884619,0.49319696191606943,0.1327221765635321,0.5449492609130691,0.3276034200241571,0.6289709020331521,0.01638243957276622,1.0,0.20974880102466067,0.18254718381082438,0.3934679394821793,-0.10783277320343862,0.13835657099402682,0.19011727515734328,0.23025754228071732,0.2581988897471618,0.22771001702132537,0.15713484026367694,-0.009375732507716911,0.20293851577273567,0.5530100413375028,0.1375228328345064,0.30889880287639526,0.025269934785963483,0.5069794004195833,0.6689647316224472,0.23924685418842503,0.07332355751067644,0.16000261230887314,0.29426782103937765,0.17213259316477475,0.23128471196766456,0.43133109281375387,0.09851341054817382,0.45425676257949893
Greenfield,0.1792369800869919,0.16913674607000173,0.18773631066391108,0.1691367460700019,,0.12753723243361917,0.14268616749089844,0.2478865557661345,0.30574498804933253,0.21294260205235485,0.26840095387138896,0.24234075977169156,0.20974880102466067,1.0,0.1489921502792482,0.38443034722812497,0.19186129458910386,0.13727701706501422,0.1275372324336193,0.08993093602394313,0.1554676742609628,0.09317100299706935,-0.03835727574576375,0.28623454693197176,0.47281407935667386,0.2943356685589224,-0.08056776528774956,0.11190316173845803,-0.0024673989677557033,0.1601950143236295,0.28546753354310045,-0.09893844233696833,-0.03897914924801546,0.024054343898883158,0.14408044431091935,-0.03081341291658736,0.13228965377692628,0.26595407095481505,-0.09893844233696833,0.21437957544388597
Highway,0.3340127919765826,0.17496355305594072,-0.004633272322118661,0.11474059095335258,,0.3367088608877358,0.09349447478728858,0.22708429789639495,0.3148344882972258,0.34231764008250154,0.20313753368441836,0.1788302277432708,0.18254718381082438,0.1489921502792482,1.0,0.22259427842884089,0.16959013353303767,0.10517697012044822,0.20990076659899512,0.09002712382702249,0.19034674690672038,0.049333239691624384,0.08688100585711443,-0.014218728082177586,0.16082887812778202,0.24461064680430486,0.09993484633904934,0.2732678625000111,0.21796214407982425,0.30500683731555084,0.21605426461601346,0.12272151271239393,0.06872687277809374,0.07053256895482805,0.43144884777107906,0.06118288293430298,0.058458977762116164,0.27747671401722446,-0.13072508962842014,0.20313753368441823
Highway Pedestrian,0.47538153121543253,0.12601668436719146,0.12819406548138537,0.1896953280633785,,0.2988673560432038,0.16110408422670716,0.28377194990151877,0.38144809018088544,0.4085932521552629,0.29417420270727673,0.40308563485770593,0.3934679394821793,0.38443034722812497,0.22259427842884089,1.0,-0.07845314018752093,0.2523984200040739,0.466473016161883,0.3408679058370307,0.4514178867364568,0.16301266592415542,0.18110797665025458,0.5421859651095301,0.5864440473756511,0.41079191812887456,0.14472093468524277,0.3957336397583159,0.3853815314093472,0.5335152802093549,0.3128796036957959,0.08838959807587692,0.050624408024496144,-0.08552499374980312,0.4653244345595963,0.1782669361634418,0.3399739164570946,0.33983018377145424,-0.0009403148731475493,0.29417420270727657
Highway Primary,0.1771746518483955,0.5582062368861088,-0.047440095285108376,0.3526651806683549,,0.1474923919625351,-0.053182796138920733,0.07651308656374851,0.13991283347481012,0.19762296699658524,-0.06782367663050247,0.11085188415831415,-0.10783277320343862,0.19186129458910386,0.16959013353303767,-0.07845314018752093,1.0,0.08906413424294676,-0.12300523808458495,-0.11018006017467416,-0.16705381391691193,-0.09471061011193047,-0.07624928516630257,-0.145585618145386,0.13084463302868396,-0.09471061011193066,-0.03336630399750953,-0.09123883116796493,-0.09809737727905717,-0.12300523808458498,-0.07213632218614238,-0.04097432927753427,-0.0474400952851082,0.13679580856869353,0.09243586603839235,0.09744805811819834,0.21015076970476032,0.26356589147286813,-0.04097432927753429,-0.06782367663050251
Highway Residential,0.22012209639913555,0.09766574654357967,-0.09591443481700856,0.09766574654357972,,0.2056492534422555,0.010338945526572593,0.5532009820418765,0.21052495958074194,0.23881293448747226,0.11339263824830358,0.305684367818583,0.13835657099402682,0.13727701706501422,0.10517697012044822,0.2523984200040739,0.08906413424294676,1.0,0.1677874722852515,0.26445464703059557,0.279292919973623,0.1583442019695577,0.01482316205630208,0.24340080267914935,0.28811730772652694,0.1583442019695577,0.05578425450871187,0.1525398251880416,0.16400644977581263,0.2056492534422555,0.12060283801449986,0.06850391379615628,0.07931385956021822,0.3311986952349592,0.28370981108422433,0.21758867021200876,0.33578287309214466,0.17496355305594094,0.0685039137961563,0.11339263824830359
Highway Secondary,0.5258743224611334,-0.06866229106847596,-0.055760299835090364,0.021933787424652032,,0.18925702811244918,0.036464268755974576,0.10529832591889857,0.3206798789498595,0.5609989525158959,0.3147232687785808,0.3028933690774058,0.19011727515734328,0.1275372324336193,0.20990076659899512,0.466473016161883,-0.12300523808458495,0.1677874722852515,1.0,0.23871565385109458,0.5808754875140167,0.24119610150327633,-0.08962214298964427,0.5062267956198356,0.522868073476956,0.5349605841034202,-0.03921819937562254,0.5598214984983904,0.6263542430177892,0.6184738955823313,0.3627035148272788,-0.04816054589110874,-0.05576029983509045,-0.045628891005329505,0.5322920677186699,0.3088457697697755,0.12146148261288753,0.2556914439813833,-0.048160545891108776,0.47250010536942655
Highway Tertiary,0.32506854332449336,0.14422932763666588,0.11712790862183052,0.14422932763666596,,0.23871565385109433,0.13130643285972227,0.27867891936575057,0.3108958303771106,0.3234606626538224,0.16745424626640223,0.3758329298149143,0.23025754228071732,0.08993093602394313,0.09002712382702249,0.3408679058370307,-0.11018006017467416,0.26445464703059557,0.23871565385109458,1.0,0.41244992729873925,0.15378477861126766,-0.00508802092393884,0.3594457151973351,0.39947069961900744,0.23383712912124394,-0.129136558413192,0.22526543034070604,0.24219893684719024,0.20622570096305187,0.17810201481584462,0.1011641622264263,-0.10842245595399136,0.06069030022840846,0.3664974873093273,0.09475201032538637,0.34940441442549963,0.18466798818008842,0.10116416222642635,0.16745424626640223
Hospital,0.566293633984116,-0.09325048082403156,-0.07572824456627529,-0.01942718350500651,,0.07567744027471338,0.23770676158768433,0.20561231180118544,0.3718639916459093,0.47074414930148206,0.40599897147057284,0.46159086124879606,0.2581988897471618,0.1554676742609628,0.19034674690672038,0.4514178867364568,-0.16705381391691193,0.279292919973623,0.5808754875140167,0.41244992729873925,1.0,0.18394271019782327,-0.12171612389003719,0.561021263050641,0.5649213222972758,0.519071209599339,-0.05326236412913068,0.5461643109408149,0.5872202195147028,0.5420140992648395,0.43181487746231045,0.0381540798431175,-0.07572824456627525,-0.11803570529941859,0.6392198859005347,0.2716666666666664,0.23935931072516795,0.14153170345738314,0.14171515370300747,0.27743263050489136
Hotel,-0.0073552877985323195,-0.05286805326376812,-0.04293387907410921,-0.05286805326376809,,0.35870189454333395,-0.04813109511118901,0.11657122361121569,0.23247957597766228,0.1876548139237733,0.23017978094124633,0.016787005172844628,0.22771001702132537,0.09317100299706935,0.049333239691624384,0.16301266592415542,-0.09471061011193047,0.1583442019695577,0.24119610150327633,0.15378477861126766,0.18394271019782327,1.0,-0.06900655593423538,0.12901187033899736,0.12625541662100817,0.4209523809523787,-0.030196922083938864,-0.00786402689375978,0.05178795552215523,0.12369030846321906,0.3022420048103442,-0.03708228003700077,-0.0429338790741094,0.31452378720585933,0.17854854907251738,0.3275692099413306,0.014430688399940612,0.23853042546708433,0.27605697360878384,0.5217408368001577
Industrial Building,-0.09592942190866208,-0.0425628265379374,0.1296189618413026,-0.04256282653793741,,0.19418130981089576,-0.03874921291460651,0.02526697143974567,0.04770842982214253,-0.10407490717403708,-0.049416621110740015,-0.023168268228563917,0.15713484026367694,-0.03835727574576375,0.08688100585711443,0.18110797665025458,-0.07624928516630257,0.01482316205630208,-0.08962214298964427,-0.00508802092393884,-0.12171612389003719,-0.06900655593423538,1.0,-0.10607430455676388,-0.12556180058348063,-0.06900655593423548,0.43759497449368473,-0.06647700293478895,-0.07147416898918636,0.19418130981089554,-0.05255883312276364,-0.029854071701326642,0.1296189618413023,0.04848811378764258,-0.06634395620757289,-0.06390096504226947,-0.005362065187446524,-0.07624928516630257,-0.029854071701326635,-0.049416621110739994
Mall,0.42101738285355234,-0.08126680004967371,-0.06599635792649258,-0.08126680004967375,,0.08288572533916365,-0.07398532461669913,0.17918893804343786,0.07444977815158423,0.2580078509198147,0.0457022377276513,0.5664287058570315,-0.009375732507716911,0.28623454693197176,-0.014218728082177586,0.5421859651095301,-0.145585618145386,0.24340080267914935,0.5062267956198356,0.3594457151973351,0.561021263050641,0.12901187033899736,-0.10607430455676388,1.0,0.6753386014089162,0.2854730747926765,-0.046417582596952445,0.35754891996780896,0.6231697430141512,0.3368903675075669,0.09826187196568932,-0.057001498090307606,-0.06599635792649262,-0.20669809477472967,0.345111957950929,0.18156027930441473,0.21467789566078313,0.046506516907553676,-0.057001498090307585,0.18575748237690703
Marketplace,0.6186960249854745,0.33897910304049145,-0.07812091314506626,0.26644979045299894,,0.25560652938612144,0.2293698445382447,0.2121087269852012,0.46803773251664016,0.6915713879721571,0.3935641324121092,0.7056522869792613,0.20293851577273567,0.47281407935667386,0.16082887812778202,0.5864440473756511,0.13084463302868396,0.28811730772652694,0.522868073476956,0.39947069961900744,0.5649213222972758,0.12625541662100817,-0.12556180058348063,0.6753386014089162,1.0,0.5025460700796995,-0.054945212923709075,0.529436521504731,0.38654132058247165,0.4465076323081462,0.4185893550309481,-0.06747355795620406,-0.07812091314506611,-0.2154082557826817,0.5530431539660893,0.12935879554053512,0.43743350084106275,0.4340212217536852,-0.06747355795620412,0.33040772602840923
Park,0.4398462103522224,-0.05286805326376811,-0.042933879074109206,-0.05286805326376808,,0.29994899802330494,0.43959733534885875,0.11657122361121575,0.6366597538211758,0.6102256541669407,0.7161148740394321,0.10791646182542917,0.5530100413375028,0.2943356685589224,0.24461064680430486,0.41079191812887456,-0.09471061011193066,0.1583442019695577,0.5349605841034202,0.23383712912124394,0.519071209599339,0.4209523809523787,-0.06900655593423548,0.2854730747926765,0.5025460700796995,1.0,-0.030196922083938864,0.5898020170319798,0.33292257121385693,0.5937134806234494,0.761649852122062,-0.037082280037000766,-0.04293387907410939,0.017845321259906635,0.5106738221724444,0.2318182101123265,0.183158737383863,0.4384750468144932,0.11948734678589173,0.6189278554197947
Parking Area,-0.04197823293331459,-0.018625278993247736,-0.015125495013558105,-0.018625278993247743,,-0.039218199375622494,-0.01695646083701747,0.041067741827201604,-0.04014801755991181,-0.045542656350255374,-0.021624465054518396,0.06209719618531538,0.1375228328345064,-0.08056776528774956,0.09993484633904934,0.14472093468524277,-0.03336630399750953,0.05578425450871187,-0.03921819937562254,-0.129136558413192,-0.05326236412913068,-0.030196922083938864,0.43759497449368473,-0.046417582596952445,-0.054945212923709075,-0.030196922083938864,1.0,-0.029090002403665337,-0.03127673715578032,0.27125921234805567,-0.022999481239773377,-0.01306399174467464,0.3441050115584472,-0.06836961028537299,0.071259828114591,-0.05326236412913069,-0.06921917697855401,-0.03336630399750953,-0.013063991744674638,-0.021624465054518392
Pawnshop,0.6929782501773477,-0.05093008460415667,-0.041360064512297165,-0.050930084604156704,,0.014043412733140873,0.4570438533544513,0.1122981065958424,0.4265859821389095,0.6387418902389638,0.442428381998972,0.26386190346468413,0.30889880287639526,0.11190316173845803,0.2732678625000111,0.3957336397583159,-0.09123883116796493,0.1525398251880416,0.5598214984983904,0.22526543034070604,0.5461643109408149,-0.00786402689375978,-0.06647700293478895,0.35754891996780896,0.529436521504731,0.5898020170319798,-0.029090002403665337,1.0,0.6399102210922789,0.7417475270868091,0.5061241508005084,-0.035722965817880634,-0.04136006451229712,-0.18695397998868307,0.5376614386548547,0.0026007824330515597,0.33318266768761334,0.18392589775129464,-0.03572296581788063,0.14149260904024488
Pharmacy,0.7450703607620982,-0.05475856781933926,-0.044469156397671405,-0.05475856781933928,,0.055849419559592176,-0.04985222025701763,0.12073970687081777,0.16229909478670054,0.4303029193406239,0.030794728998502108,0.3152999391923962,0.025269934785963483,-0.0024673989677557033,0.21796214407982425,0.3853815314093472,-0.09809737727905717,0.16400644977581263,0.6263542430177892,0.24219893684719024,0.5872202195147028,0.05178795552215523,-0.07147416898918636,0.6231697430141512,0.38654132058247165,0.33292257121385693,-0.03127673715578032,0.6399102210922789,1.0,0.5693037606719694,0.11081966815447951,-0.038408309384326086,-0.04446915639767151,-0.20100756305184247,0.5780781748401526,0.21531408048872502,0.12417272568169745,0.03133666218636556,-0.038408309384326135,0.12516567270359027
Police Station,0.5712494910658631,-0.06866229106847596,-0.05576029983509039,-0.06866229106847595,,0.18925702811244985,0.33338760005462664,0.15139667136726428,0.5081542697205459,0.5609989525158959,0.5513885236648495,0.1549505924072076,0.5069794004195833,0.1601950143236295,0.30500683731555084,0.5335152802093549,-0.12300523808458498,0.2056492534422555,0.6184738955823313,0.20622570096305187,0.5420140992648395,0.12369030846321906,0.19418130981089554,0.3368903675075669,0.4465076323081462,0.5937134806234494,0.27125921234805567,0.7417475270868091,0.5693037606719694,1.0,0.5864491895583932,-0.04816054589110874,0.16495755367880865,-0.0800316262871257,0.5708052028544455,0.1145388285238906,0.22418113408075957,0.3097909699908074,-0.048160545891108776,0.31472326877858076
Post Office,0.3350088010712215,-0.04026694495033041,-0.032700582647821795,-0.04026694495033039,,0.21353973167320467,0.5824714367521279,0.0887864552251709,0.5728671709743081,0.5050096565051309,0.9402153391669754,-0.010350425720332377,0.6689647316224472,0.28546753354310045,0.21605426461601346,0.3128796036957959,-0.07213632218614238,0.12060283801449986,0.3627035148272788,0.17810201481584462,0.43181487746231045,0.3022420048103442,-0.05255883312276364,0.09826187196568932,0.4185893550309481,0.761649852122062,-0.022999481239773377,0.5061241508005084,0.11081966815447951,0.5864491895583932,1.0,-0.028243713106530642,-0.03270058264782181,0.013591886298678857,0.4250922361606212,0.18871909459463934,0.1180842096503759,0.5200939772432978,-0.02824371310653065,0.570102947367821
Private Office,-0.05154990911870389,-0.022872126154944692,-0.018574338147176524,-0.022872126154944696,,0.20602011297863312,-0.020822792053007407,0.05043181217908104,-0.04930237677696743,-0.05592707533948699,-0.026555172297791824,0.22410015364871935,0.23924685418842503,-0.09893844233696833,0.12272151271239393,0.08838959807587692,-0.04097432927753427,0.06850391379615628,-0.04816054589110874,0.1011641622264263,0.0381540798431175,-0.03708228003700077,-0.029854071701326642,-0.057001498090307606,-0.06747355795620406,-0.037082280037000766,-0.01306399174467464,-0.035722965817880634,-0.038408309384326086,-0.04816054589110874,-0.028243713106530642,1.0,-0.0185743381471766,0.09939964362991358,0.24145768359000955,0.14171515370300833,0.09748840245108437,0.2473635434162241,-0.01604278074866295,0.18367327505972603
Recreational Area,-0.059684505973618025,-0.026481357066618756,-0.021505376344086065,-0.026481357066618756,,-0.05576029983509036,-0.024108637200762673,0.05838997287719022,-0.057082312104228726,-0.06475239082381792,-0.030745589405180008,0.0882895781381511,0.07332355751067644,-0.03897914924801546,0.06872687277809374,0.050624408024496144,-0.0474400952851082,0.07931385956021822,-0.05576029983509045,-0.10842245595399136,-0.07572824456627525,-0.0429338790741094,0.1296189618413023,-0.06599635792649262,-0.07812091314506611,-0.04293387907410939,0.3441050115584472,-0.04136006451229712,-0.04446915639767151,0.16495755367880865,-0.03270058264782181,-0.0185743381471766,1.0,-0.01759794111823208,-0.07692585247655793,-0.07572824456627526,-0.01918269891265241,0.07774904505059402,-0.018574338147176597,-0.030745589405179935
Residential Building,-0.26978333005521854,-0.11969988822512209,0.06201179251186591,-0.05434650097577368,,0.12638478540365053,-0.1089748222091318,0.19742381469687975,0.04626583547691592,-0.10711382353233664,0.03174857340329383,-0.13452542872897544,0.16000261230887314,0.024054343898883158,0.07053256895482805,-0.08552499374980312,0.13679580856869353,0.3311986952349592,-0.045628891005329505,0.06069030022840846,-0.11803570529941859,0.31452378720585933,0.04848811378764258,-0.20669809477472967,-0.2154082557826817,0.017845321259906635,-0.06836961028537299,-0.18695397998868307,-0.20100756305184247,-0.0800316262871257,0.013591886298678857,0.09939964362991358,-0.01759794111823208,1.0,-0.1532410989093416,0.2463995348125363,-0.00025999642694568396,0.019718314748640445,0.19107892658954403,0.1455642139056679
Restaurant,0.7758705825431864,0.3442452207427748,-0.07692585247655785,0.27108348479073113,,0.37823952717556636,0.2334732098727156,0.20886397744423474,0.47709896974937865,0.6686259687102414,0.39967824099900934,0.4800912693967369,0.29426782103937765,0.14408044431091935,0.43144884777107906,0.4653244345595963,0.09243586603839235,0.28370981108422433,0.5322920677186699,0.3664974873093273,0.6392198859005347,0.17854854907251738,-0.06634395620757289,0.345111957950929,0.5530431539660893,0.5106738221724444,0.071259828114591,0.5376614386548547,0.5780781748401526,0.5708052028544455,0.4250922361606212,0.24145768359000955,-0.07692585247655793,-0.1532410989093416,1.0,0.23124233598469035,0.25627877519703535,0.5293218000506955,-0.06644137602141212,0.3996782409990093
Road,0.15957415115703538,-0.019427183505006485,0.014199045856176677,-0.09325048082403159,,0.15340021677306676,-0.0042447635997800845,0.20561231180118553,0.10452393278695875,0.15630176832275813,0.14886628953921077,0.03965557227223338,0.17213259316477475,-0.03081341291658736,0.06118288293430298,0.1782669361634418,0.09744805811819834,0.21758867021200876,0.3088457697697755,0.09475201032538637,0.2716666666666664,0.3275692099413306,-0.06390096504226947,0.18156027930441473,0.12935879554053512,0.2318182101123265,-0.05326236412913069,0.0026007824330515597,0.21531408048872502,0.1145388285238906,0.18871909459463934,0.14171515370300833,-0.07572824456627526,0.2463995348125363,0.23124233598469035,1.0,0.04405386086966304,0.22969899413575412,0.24527622756289832,0.4059989714705731
School,0.34583469472297956,0.2690768628904431,-0.09841558572578143,0.20403283750980172,,0.15570136643551136,0.24496767481460988,0.1679216845153979,0.41176490356426715,0.3501174076226164,0.1424903835457149,0.3642106121367906,0.23128471196766456,0.13228965377692628,0.058458977762116164,0.3399739164570946,0.21015076970476032,0.33578287309214466,0.12146148261288753,0.34940441442549963,0.23935931072516795,0.014430688399940612,-0.005362065187446524,0.21467789566078313,0.43743350084106275,0.183158737383863,-0.06921917697855401,0.33318266768761334,0.12417272568169745,0.22418113408075957,0.1180842096503759,0.09748840245108437,-0.01918269891265241,-0.00025999642694568396,0.25627877519703535,0.04405386086966304,1.0,0.21015076970476002,0.18873370523781424,-0.027424927376999548
Sports Center,0.3830656845774166,0.558206236886109,-0.04744009528510834,0.3526651806683548,,0.5261890740285008,0.17136678755874465,0.1288062032799794,0.5120809705178033,0.5380874049570253,0.46911376336097566,0.2786754538003824,0.43133109281375387,0.26595407095481505,0.27747671401722446,0.33983018377145424,0.26356589147286813,0.17496355305594094,0.2556914439813833,0.18466798818008842,0.14153170345738314,0.23853042546708433,-0.07624928516630257,0.046506516907553676,0.4340212217536852,0.4384750468144932,-0.03336630399750953,0.18392589775129464,0.03133666218636556,0.3097909699908074,0.5200939772432978,0.2473635434162241,0.07774904505059402,0.019718314748640445,0.5293218000506955,0.22969899413575412,0.21015076970476002,1.0,-0.04097432927753429,0.5586033366928891
